stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
97556,97556,BROADWAY & SUNSET RD.,Broadway St & W Sunset Rd,29.507103,-98.466204
87966,87966,BROADWAY & LAWNDALE,Broadway St & E Lawndale Dr,29.510008,-98.466163
87566,87566,BROADWAY IN FRONT OF 8212,Broadway St & Ridgecrest Dr,29.512164,-98.466142
78426,78426,BROADWAY IN FRONT OF 8502,,29.517909,-98.463426
69196,69196,Broadway & Tesoro,Broadway St & Mannix Dr,29.522933,-98.458231
51836,51836,BROADWAY & DANBURY,Broadway St & Mannix Dr,29.524731,-98.456529
51486,51486,BROADWAY & EASTLEY,,29.526803,-98.454439
42876,42876,BROADWAY & LOVELACE,Broadway St & Lovelace St,29.529405,-98.451661
43526,43526,BROADWAY IN FRONT OF 10014,FREEDOM DR & BROADWAY ST,29.530835,-98.450374
43373,43373,MACARTHUR VIEW OPP. REGENCY PL ELEM,,29.531817,-98.44701
44763,44763,MACARTHUR VIEW OPPOSITE MAYFAIR,E Bitters Rd & Broadway St,29.530305,-98.444891
57517,57517,NACOGDOCHES IN FRONT OF 3243,Nacogdoches Rd & Salado Pky,29.527805,-98.43538
56517,56517,NACOGDOCHES & MACARTHUR VIEW,Nacogdoches Rd & E Valley View Ln,29.526326,-98.438971
55489,55489,MACARTHUR VIEW & NACOGDOCHES,,29.526835,-98.439976
55259,55259,MACARTHUR VIEW FRNT MACARTHUR H.S.,E Bitters Rd & Unnamed,29.528447,-98.44223
44769,44769,MACARTHUR VIEW & MAYFAIR,E Bitters Rd & Wahada Ave,29.529981,-98.444365
43389,43389,MACARTHUR VIEW FRNT REGENCY PL ELEM,,29.532245,-98.447511
42877,42877,BROADWAY & BROCKTON,Broadway St & Brockton Dr,29.529828,-98.451411
51577,51577,BROADWAY IN FRONT OF 9507,,29.526226,-98.455079
51837,51837,BROADWAY & DANBURY,Broadway St & Danbury Dr,29.525047,-98.456281
61117,61117,BROADWAY & MANNIX,Broadway St & Mannix Dr,29.523129,-98.458333
68987,68987,BROADWAY & SABLE,Broadway St & Ceegee Ln,29.519905,-98.461501
77787,77787,BROADWAY IN FRONT OF 8415,,29.515726,-98.465056
87657,87657,BROADWAY & RIDGECREST,Broadway St & Ridgecrest Dr,29.511433,-98.466214
87957,87957,BROADWAY & LAWNDALE,Broadway St & E Lawndale Dr,29.509819,-98.466224
97557,97557,BROADWAY & SUNSET RD.,Broadway St & E Lawndale Dr,29.507347,-98.466255
97957,97957,BROADWAY & TERRA ALTA,Broadway St & E Sunset Rd,29.505506,-98.466286
17557,17557,BROADWAY & LORENZ,,29.502527,-98.466563
27757,27757,BROADWAY & BASSE RD.,,29.496997,-98.466564
47897,47897,BROADWAY & INSLEE,Broadway St & Cloverleaf Ave,29.486424,-98.466481
57357,57357,BROADWAY & CORONA,,29.484176,-98.466462
58827,58827,BROADWAY OPPOSITE MONTCLAIR,,29.482074,-98.46571
67197,67197,BROADWAY & OGDEN LANE,Broadway Ave & Ogden Ln,29.480028,-98.464831
68577,68577,BROADWAY & ST. DENNIS,Broadway Ave & St Dennis Ave,29.478638,-98.463686
78197,78197,Broadway between Jolliet & Kennedy,Broadway Ave & Joliet Ave,29.476193,-98.462913
79517,79517,BROADWAY & POCO,Broadway Ave & Hubbard Ave,29.473341,-98.462924
88587,88587,BROADWAY OPPOSITE KATHERINE CT.,Broadway Ave & Broadway St,29.469507,-98.463593
88887,88887,BROADWAY OPPOSITE PERRY CT.,,29.467475,-98.46365
16977,16977,BROADWAY & BRACKENRIDGE DRIVE,Broadway Ave & Parfun Way,29.45812,-98.468819
35277,35277,Broadway opposite Brackenridge,,29.452041,-98.473377
63947,63947,BROADWAY & NINTH,Broadway Ave & 10th St,29.433615,-98.481698
72727,72727,BROADWAY & FOURTH,,29.429834,-98.486034
11263,11263,CESAR CHAVEZ BLVD & S. ALAMO,,29.418371,-98.488043
12123,12123,CESAR CHAVEZ BLV OPP J.H. WOOD BLDG,,29.417685,-98.485911
12553,12553,CESAR CHAVEZ BLVD & INDIANOLA,,29.41681,-98.484654
13823,13823,Cesar Chavez Between Labor & IH-37,,29.41534,-98.48247
23193,23193,CESAR CHAVEZ AT IH-37 N. EXIT RAMP,,29.413788,-98.479894
24573,24573,Iowa btwn Cherry & Mesquite,,29.411983,-98.475557
25473,25473,IOWA & S. HACKBERRY,,29.411974,-98.473383
36763,36763,PORTER & PINE (102),,29.40591,-98.470036
37733,37733,PORTER & PIEDMONT,,29.405891,-98.467934
37793,37793,PORTER & PALMETTO,,29.4059,-98.465524
38753,38753,PORTER & ST. ANTHONY,,29.405882,-98.463463
39723,39723,PORTER & S. NEW BRAUNFELS,,29.4059,-98.461455
39773,39773,PORTER & NOPAL,,29.40589,-98.459158
31743,31743,PORTER & GEVERS,,29.405899,-98.457005
32713,32713,PORTER & MITTMAN,Porter St & S Gevers St,29.405884,-98.454599
33743,33743,Porter & San Salvador,Porter St & Clark Ave,29.405861,-98.450975
33456,33456,CLARK & H ST.,Clark Ave & Fuente St,29.406352,-98.449253
33256,33256,CLARK & G ST.,Clark Ave & F St,29.407679,-98.449252
23956,23956,CLARK & YUCCA,Clark Ave & Yucca St,29.40933,-98.449273
24933,24933,YUCCA & HALLIE (144),,29.409407,-98.447362
24963,24963,YUCCA & ANITA,,29.409372,-98.445003
25953,25953,YUCCA & HAMPTON,,29.409433,-98.442232
26933,26933,YUCCA OPPOSITE AURELIA,,29.409441,-98.439069
26993,26993,YUCCA & AMANDA,,29.409458,-98.43706
36697,36697,AMANDA & H ST.,,29.406507,-98.436845
57397,57397,PECAN VALLEY & RIGSBY,Pecan Valley Dr & Rigsby Ave,29.398561,-98.432732
57697,57697,PECAN VALLEY & ROLAND,Pecan Valley Dr & Roland Ave,29.396296,-98.433145
67497,67497,PECAN VALLEY OPP. SARGENT,Pecan Valley Dr & Sargent St,29.393508,-98.433146
67897,67897,PECAN VALLEY & SMALLWOOD,Pecan Valley Dr & Hicks Ave,29.391324,-98.433126
88177,88177,PECAN VALLEY & HIAWATHA,Pecan Valley Dr & Hiawatha St,29.385142,-98.430605
98437,98437,PECAN VALLEY OPP. PECAN VALLEY CIRC,Pecan Valley Dr & Hiawatha St,29.380981,-98.430885
15363,15363,E. SOUTHCROSS IN FRONT OF 4302,E Southcross Blvd & Gittinger Dr,29.374927,-98.409901
16383,16383,E. SOUTHCROSS & W.W. WHITE RD.,,29.374833,-98.404754
43816,43816,SOMERSET & MAYFIELD,,29.361911,-98.545217
34726,34726,SOMERSET & PYRON,,29.36313,-98.544157
34456,34456,SOMERSET & WAGNER,,29.364774,-98.542728
34196,34196,SOMERSET & VICKERS,,29.366607,-98.541133
25736,25736,SOMERSET & W. SOUTHCROSS,,29.36797,-98.539971
25376,25376,SOMERSET & MILVID,,29.36974,-98.538417
16926,16926,SOMERSET & BRUNSWICK,,29.371383,-98.536977
16676,16676,SOMERSET & STONEWALL,,29.373343,-98.53529
71516,71516,NOGALITOS & THEO,Nogalitos St & W Theo Ave,29.387818,-98.522686
17866,17866,S. FLORES AT SAHA,,29.415076,-98.498984
98566,98566,S. FLORES & STUMBERG,,29.4217,-98.495524
81526,81526,NAVARRO & HOUSTON,NAVARRO ST & E HOUSTON ST,29.426447,-98.489734
27636,27636,BROADWAY & NACOGDOCHES,,29.496925,-98.466513
43256,43256,BROADWAY & MACARTHUR VIEW,Broadway St & E Bitters Rd,29.532516,-98.448605
43257,43257,BROADWAY IN FRONT OF 10109,,29.532251,-98.448939
71839,71839,MARTIN & NAVARRO,,29.42931,-98.489683
88977,88977,S. FLORES & DOLOROSA,S FLORES ST & DOLOROSA ST,29.423938,-98.494731
98567,98567,S. FLORES OPPOSITE STUMBERG,,29.421519,-98.495699
53647,53647,NOGALITOS & ROSLYN,,29.397483,-98.514388
71517,71517,NOGALITOS & THEO,Nogalitos St & Linares Ave,29.3876,-98.523
88867,88867,NOGALITOS OPPOSITE GLADSTONE,,29.382353,-98.527501
16667,16667,SOMERSET OPPOSITE STONEWALL,,29.373695,-98.535053
16927,16927,SOMERSET OPPOSITE BRUNSWICK,,29.371618,-98.536833
25377,25377,SOMERSET OPPOSITE MILVID,,29.369686,-98.538531
25727,25727,SOMERSET & W. SOUTHCROSS,,29.368277,-98.539744
34197,34197,SOMERSET OPPOSITE VICKERS,,29.366543,-98.541257
34457,34457,SOMERSET & LOVETT,,29.364855,-98.542728
34717,34717,SOMERSET & KING,,29.363067,-98.544281
43177,43177,SOMERSET & FENFIELD,,29.361351,-98.545762
35337,35337,S.W. 35TH OPPOSITE OLGA,,29.409043,-98.572524
35373,35373,PATTON & S.W. 34TH,Patton Blvd & Sw 34th St,29.408328,-98.570571
36323,36323,PATTON BET. VALENCIA & BARNEY,Patton Blvd & Valencia Ave,29.40833,-98.569015
36363,36363,PATTON & ATHEL,,29.408154,-98.567671
37416,37416,WESTCOTT & PATTON,Wescott Ave & Amaya St,29.408342,-98.565647
27926,27926,WESCOTT & CERALVO,Wescott Ave & Ceralvo St,29.410165,-98.565381
27983,27983,CERALVO & ALLENDE,Ceralvo St & Calle Allende,29.410005,-98.563094
28953,28953,CERALVO OPPOSITE CORONADO,,29.409739,-98.560657
31243,31243,CERALVO OPPOSITE CANTORIA,Ceralvo St & Calle Cantoria,29.409057,-98.553667
32223,32223,CERALVO IN FRONT OF 1602,Ceralvo St & Cupples Rd,29.408789,-98.550896
33313,33313,CERALVO & CUPPLES,Ceralvo St & Calle Cardova,29.408529,-98.548011
33363,33363,Ceralvo between Cupples & Barclay,,29.40827,-98.545606
34343,34343,CERALVO & BARCLAY,,29.408055,-98.54338
34493,34493,Ceralvo between Barclay & SW 19th,,29.407848,-98.541135
35463,35463,CERALVO & S.W. 19TH,Ceralvo St & Barclay St,29.407688,-98.538842
36423,36423,CERALVO OPPOSITE S.W. 18TH,Ceralvo St & Sw 18th St,29.407482,-98.536638
36583,36583,CERALVO & HAMILTON,Ceralvo St & Hamilton Ave,29.407267,-98.534392
37533,37533,CERALVO & DRIFTWOOD,Ceralvo St & Driftwood St,29.407106,-98.532836
38683,38683,CERALVO & CALAVERAS,,29.406592,-98.527433
39643,39643,CERALVO & NAVIDAD,,29.406386,-98.525218
39793,39793,CERALVO OPPOSITE SABINAS,Ceralvo St & S Sabinas St,29.406236,-98.522874
31763,31763,CERALVO & TRINITY,,29.406045,-98.521046
33116,33116,BRAZOS & SPRR,S Brazos St & Southern Pacific,29.409218,-98.51549
23816,23816,BRAZOS OPPOSITE ANGELA,S Brazos St & Saltillo St,29.410545,-98.515316
13636,13636,BRAZOS & VERA CRUZ,S Brazos St & Vera Cruz,29.416239,-98.514568
93746,93746,BRAZOS & SAN FERNANDO,S Brazos St & Torreon St,29.420445,-98.514024
72646,72646,BROADWAY & MCCULLOUGH,,29.430254,-98.485224
54556,54556,BROADWAY & CASA BLANCA,Broadway Ave & Casa Blanca St,29.440506,-98.477659
54276,54276,Broadway between Casa Blanca & Grayson,BROADWAY ST & PEARL PKY,29.442739,-98.476755
45136,45136,BROADWAY & N. ALAMO,Broadway St & Cunningham Ave,29.44722,-98.475208
35276,35276,BROADWAY & BRACKENRIDGE,,29.451632,-98.473526
26366,26366,BROADWAY & ELEANOR,,29.455936,-98.470341
17716,17716,BROADWAY & PARLAND,Broadway Ave & Parfun Way,29.458238,-98.468685
17266,17266,BROADWAY & PERSHING,BROADWAY ST & CARNAHAN ST,29.461755,-98.466352
98526,98526,BROADWAY & ALLENSWORTH,Broadway St & Thorman Pl,29.464003,-98.46482
98346,98346,BROADWAY & HILDEBRAND,,29.46549,-98.463795
88846,88846,BROADWAY & PERRY CT.,,29.467493,-98.463619
78366,78366,BROADWAY & GROVE,Broadway Ave & Arcadia Pl,29.475137,-98.462769
78166,78166,Broadway between Arcadia & Grandview,,29.476435,-98.462649
68496,68496,AUSTIN HWY. & ELLWOOD,,29.479015,-98.461524
59926,59926,AUSTIN HWY. & ROUTT,Austin Hwy & Routt St,29.480921,-98.460841
59836,59836,AUSTIN HWY. & MONTCLAIR,Austin Hwy & Albany St,29.482391,-98.460181
52336,52336,AUSTIN HWY. & RITTIMAN RD.,,29.484707,-98.453027
43936,43936,AUSTIN HWY. IN FRONT OF 1110,,29.486218,-98.449478
43796,43796,AUSTIN HWY. & EXETER,,29.487096,-98.447737
44566,44566,AUSTIN HWY. BETWEEN EXETER & SEIDEL,,29.488079,-98.445644
36926,36926,AUSTIN HWY. AT LEGACY HEIGHTS APTS,,29.490757,-98.43994
36696,36696,AUSTIN HWY. IN FRONT OF 1440,,29.491541,-98.438112
37466,37466,AUSTIN HWY. & HARRY WURZBACH,,29.493498,-98.434278
38326,38326,AUSTIN HWY. OPPOSITE 1533,,29.494134,-98.432501
29776,29776,AUSTIN HWY. IN FRONT OF 1718,,29.496896,-98.426934
21426,21426,AUSTIN HWY. IN FRONT OF 1780,AUSTIN HWY & PRIVATE RD,29.498234,-98.424456
21186,21186,AUSTIN HWY. & CORINE,Austin Hwy & Bitterblue Ln,29.498895,-98.423227
12756,12756,AUSTIN HWY. FRONT N.E. PROF.BLDG.,,29.501782,-98.419124
13346,13346,AUSTIN HWY. FRONT N.HILL SH.CTR.,,29.503062,-98.417432
93996,93996,AUSTIN HWY. IN FRONT OF 2146,,29.504108,-98.416049
85736,85736,PERRIN BEITEL OPPOSITE BRIAR GLEN,,29.510164,-98.409591
85116,85116,PERRIN BEITEL IN FRONT OF 8200,,29.513145,-98.410339
74296,74296,PERRIN BEITEL & INDUSTRIAL CTR.,,29.518279,-98.410923
64796,64796,PERRIN BEITEL & CENTER GATE,,29.52029,-98.410952
64296,64296,PERRIN BEITEL & SUNSHADOW,,29.5239,-98.4109
54596,54596,PERRIN BEITEL & SUN GATE,,29.525929,-98.41102
44186,44186,PERRIN BEITEL OPP. PERRIN CENTRAL,,29.53292,-98.411066
24986,24986,PERRIN BEITEL & GREYSTONE,,29.5379,-98.411021
25613,25613,EL SENDERO & PERRIN BEITEL,,29.539939,-98.410514
25296,25296,EL SENDERO IN FRONT OF 11222,,29.541822,-98.407417
26126,26126,EL SENDERO & PESQUERA,,29.542742,-98.406219
16686,16686,EL SENDERO & AVENIDA PRIMA,,29.544725,-98.403876
17426,17426,EL SENDERO & THOUSAND OAKS,,29.546005,-98.402791
96519,96519,THOUSAND OAKS opposite HEB,,29.549968,-98.406389
17327,17327,EL SENDERO & THOUSAND OAKS,El Sendero St & Alamo Blanco St,29.546024,-98.402903
16687,16687,EL SENDERO & AVENIDA PRIMA,,29.544925,-98.403758
26127,26127,EL SENDERO & VESPERO,,29.542679,-98.406395
25457,25457,EL SENDERO & NACO-PERRIN,,29.541128,-98.40847
25619,25619,EL SENDERO BET NACO-PERR/PERR BEIT.,,29.540317,-98.409606
24987,24987,PERRIN BEITEL OPP. GREYSTONE,,29.537747,-98.411093
44187,44187,PERRIN BEITEL & PERRIN CENTRAL,,29.53339,-98.411117
44997,44997,PERRIN BEITEL OPP. CLEAR SPRING,,29.529204,-98.411131
54597,54597,PERRIN BEITEL OPPOSITE SUN GATE,,29.525902,-98.411082
64297,64297,PERRIN BEITEL & COMSTOCK,,29.523683,-98.411053
64887,64887,PERRIN BEITEL & BRETTON RIDGE,,29.519884,-98.411004
74797,74797,PERRIN BEITEL & LOOP 410 EAST,,29.514507,-98.410792
85117,85117,PERRIN BEITEL OPPOSITE 8200,,29.513422,-98.410558
85737,85737,Perrin Beitel Opposite Vicar Drive,,29.5119,-98.410201
95137,95137,PERRIN BEITEL & AUSTIN HWY.,,29.509346,-98.409486
95237,95237,AUSTIN HWY. OPP. CALLARMAN NORTH,Austin Hwy & S Callarman,29.507976,-98.410984
13347,13347,AUSTIN HWY. OPP. N HILL SHP. CTR.,Austin Hwy & Lanark Dr,29.503116,-98.417516
12747,12747,AUSTIN HWY. IN FRONT OF 1955,Austin Hwy & Lanark Dr,29.501637,-98.419486
21187,21187,AUSTIN HWY. OPPOSITE CORINE,Austin Hwy & Corinne Dr,29.499563,-98.422478
21427,21427,AUSTIN HWY. OPPOSITE 1780,Austin Hwy & Unnamed,29.497841,-98.42518
29777,29777,AUSTIN HWY. OPPOSITE 1718,Austin Hwy & Unnamed,29.496858,-98.427181
38327,38327,AUSTIN HWY. IN FRONT OF 1533 (HEB),,29.49458,-98.432123
37467,37467,AUSTIN HWY. & HARRY WURZBACH,,29.493489,-98.434361
37517,37517,AUSTIN HWY. IN FRONT OF 1435,,29.492434,-98.436743
36927,36927,AUSTIN HWY. & RAINBOW,,29.491271,-98.438992
45147,45147,AUSTIN HWY. & VANDIVER,TX-368-SPUR & AUSTIN HWY,29.490072,-98.441498
44567,44567,AUSTIN HWY. FRONT TERRELL PLAZA,,29.488052,-98.445798
43687,43687,AUSTIN HWY. & MOUNT CALVARY,,29.487367,-98.447304
52177,52177,AUSTIN HWY. IN FRONT OF 1111,,29.486249,-98.449717
52337,52337,AUSTIN HWY. & MEADOW LANE,TX-368-SPUR & W MEADOWLANE DR,29.484869,-98.453167
59557,59557,AUSTIN HWY. & N. NEW BRNFLS.,Austin Hwy & N New Braunfels Ave,29.483952,-98.459047
59927,59927,AUSTIN HWY. & ROUTT,Austin Hwy & Routt St,29.481173,-98.460954
68497,68497,AUSTIN HWY. & ELLWOOD,,29.47925,-98.461586
98467,98467,BROADWAY IN FRONT OF AT&T BLDG.,Broadway St & Allensworth St,29.464455,-98.464573
97887,97887,Broadway opposite Thorman,Broadway St & Carnahan Ave,29.463083,-98.46548
17157,17157,BROADWAY & TULETA,Broadway St & Carnahan Ave,29.461333,-98.466665
17527,17527,Broadway opposite Ethel,Broadway Ave & Broadway St,29.460006,-98.467541
26357,26357,Broadway opposite Natalen,,29.456558,-98.469949
26627,26627,BROADWAY & MULBERRY,BROADWAY ST & HUMPHREYS AVE,29.454134,-98.471838
35557,35557,Broadway opposite Army,,29.449674,-98.474423
45137,45137,BROADWAY OPPOSITE ALAMO,,29.447057,-98.475351
64127,64127,BROADWAY & ROY SMITH,,29.437962,-98.478607
84569,84569,W. COMMERCE & RICHTER,,29.426704,-98.5099
13637,13637,BRAZOS & VERA CRUZ,,29.416235,-98.514736
23137,23137,BRAZOS & TAMPICO,,29.414241,-98.514983
33417,33417,BRAZOS BETWEEN KEMPER & MERIDA,,29.408321,-98.515763
39799,39799,CERALVO & SABINAS,Ceralvo St & S Sabinas St,29.406282,-98.52274
39649,39649,CERALVO & NAVIDAD,Ceralvo St & S Sabinas St,29.406461,-98.524986
38689,38689,CERALVO OPPOSITE CALAVERAS,Ceralvo St & S Navidad St,29.406658,-98.52717
37549,37549,CERALVO OPPOSITE 754 (SPRR),Ceralvo St & Southern Pacific,29.407097,-98.532094
36589,36589,CERALVO & HAMILTON,Ceralvo St & Hamilton Ave,29.407285,-98.534072
36429,36429,CERALVO & S.W. 18TH,Ceralvo St & Sw 18th St,29.4075,-98.536267
35469,35469,CERALVO & S.W. 19TH,Ceralvo St & Sw 19th St,29.407715,-98.538533
34499,34499,Ceralvo between SW 19th & Barclay,Ceralvo St & Sw 19th St,29.407966,-98.54114
34349,34349,CERALVO & BARCLAY,Ceralvo St & Sw 19th St,29.408145,-98.543087
33379,33379,Ceralvo between Barclay & Cupples,Ceralvo St & Cupples Rd,29.408369,-98.545642
33319,33319,CERALVO & CUPPLES,Ceralvo St & Cupples Rd,29.408548,-98.547671
32229,32229,CERALVO & CARDOVA,Ceralvo St & Cupples Rd,29.408843,-98.550855
31249,31249,CERALVO & CANTORIA,Ceralvo St & Calle Cantoria,29.409111,-98.553667
29919,29919,CERALVO & JUANITA,Ceralvo St & S General Mcmullen Dr,29.409648,-98.558561
28959,28959,CERALVO & CORONADO,Ceralvo St & Coronado Ave,29.4098,-98.560364
27989,27989,CERALVO & ALLENDE,Ceralvo St & Madrid Ave,29.410033,-98.562816
27929,27929,CERALVO & ARBOLEDA,,29.410241,-98.564861
37417,37417,WESTCOTT & PATTON,Wescott Ave & Amaya St,29.408243,-98.565719
36369,36369,PATTON & ATHEL,Patton Blvd & Dahlgreen Ave,29.408232,-98.567418
36329,36329,PATTON BET BARNEY & VALENCIA,Patton Blvd & Barney Ave,29.408375,-98.568943
35379,35379,PATTON & S.W. 34TH,Patton Blvd & Valencia Ave,29.4085,-98.570272
35236,35236,S.W. 35TH & OLGA,,29.409125,-98.572277
38396,38396,DIANE & BENHAM,Diane Rd & Benham Dr,29.407544,-98.397932
37179,37179,RICE IN FRONT OF 1011,Rice Rd & S Ww White Rd,29.409124,-98.40031
37159,37159,RICE OPPOSITE 906,Rice Rd & Diane Rd,29.409117,-98.402814
36169,36169,RICE & W.W. WHITE,Rice Rd & Diane Rd,29.409118,-98.405255
35239,35239,RICE OPPOSITE BRUSK,Rice Rd & S Ww White Rd,29.40912,-98.40919
34269,34269,RICE OPPOSITE SCHUMACHER,Rice Rd & W Hein Rd,29.409103,-98.412868
34129,34129,RICE & HEIN,Rice Rd & Schumacher Rd,29.409104,-98.414176
22966,22966,BROOKSDALE & YUCCA,Brooksdale Dr & Yucca St,29.409747,-98.420295
21789,21789,MORNINVIEW & BOOKERTEE,,29.410589,-98.42272
21739,21739,MORNINGVIEW & WHEATLEY,,29.410482,-98.424966
31237,31237,WHEATLEY & F ST.,,29.408542,-98.425039
39239,39239,F ST. OPPOSITE BRICE (911),F St & Brice St,29.40853,-98.429206
38279,38279,F ST. IN FRONT OF 863,F St & Pecan Valley Dr,29.408505,-98.430463
38129,38129,F ST. & PECAN VALLEY,,29.408491,-98.432652
38527,38527,PECAN VALLEY OPPOSITE H ST.,Pecan Valley Dr & G St,29.406683,-98.432761
38917,38917,PECAN VALLEY & J ST.,Pecan Valley Dr & H St,29.404508,-98.432751
48217,48217,PECAN VALLEY & K ST.,,29.403654,-98.432757
25259,25259,MARTIN LUTHER KING IN FRONT OF 2815,,29.413448,-98.441375
24239,24239,MARTIN LUTHER KING & ROSARY,Martin Luther King Dr & S Rosary St,29.413381,-98.44511
23299,23299,MARTIN LUTHER KING & MEL WAITERS WAY,MARTIN LUTHER KING DR & S RIO GRANDE ST,29.413396,-98.447608
23239,23239,MARTIN LUTHER KING & GRIMES,Martin Luther King Dr & Clark Ave,29.413391,-98.449746
22269,22269,MARTIN LUTHER KING & WALTERS,S Walters St & Anderson Ave,29.413391,-98.45227
22229,22229,MARTIN LUTHER KING BETWEEN FER,Martin Luther King Dr & S Mittman St,29.413391,-98.453918
21279,21279,MARTIN LUTHER KING & MEERSCH,Martin Luther King Dr & Meerscheidt St,29.413391,-98.455484
29179,29179,MARTIN LUTHER KING & POLARIS,,29.413434,-98.458631
29119,29119,MARTIN LUTHER KING & S. NEW,,29.413417,-98.460835
28459,28459,IOWA & OPPOSITE ST. ANTHONY,IOWA ST & ST ANTHONY AVE,29.412054,-98.463298
27499,27499,IOWA & PALMETTO,IOWA ST & S PALMETTO AVE,29.412054,-98.465327
27459,27459,IOWA & PIEDMONT,,29.412037,-98.466697
26499,26499,IOWA & DREISS,,29.412028,-98.468583
26469,26469,IOWA & PINE,,29.412037,-98.470159
94549,94549,E. COMMERCE & HOEFGEN,,29.421638,-98.478174
81929,81929,COMMERCE & NAVARRO,,29.424164,-98.489796
55353,55353,CARSON & N. HACKBERRY,,29.441526,-98.47332
56323,56323,CARSON & OLIVE,E Carson St & Orleander St,29.441536,-98.471827
56363,56363,CARSON & PINE,,29.441526,-98.470332
57343,57343,CARSON & MUNCEY,,29.441481,-98.467178
57383,57383,CARSON & PALMETTO,,29.441516,-98.465571
58353,58353,CARSON & SPOFFORD,Carson St & Spofford Ave,29.441518,-98.463335
59313,59313,CARSON & N. NEW BRAUNFELS,,29.441552,-98.461459
77516,77516,HARRY WURZBACH OPPOSITE TUTTLE,,29.473721,-98.436113
67856,67856,HARRY WURZBACH OPPOSITE ARVIN,,29.476761,-98.434431
67586,67586,HARRY WURZBACH & WYNANS,,29.478403,-98.433533
59273,59273,RITTIMAN OPPOSITE ANDOVER,,29.484824,-98.427096
51373,51373,RITTIMAN OPPOSITE FREMONT,,29.484823,-98.422982
54493,54493,RITTIMAN & ALLEGRO,Rittiman Rd & Allegro Dr,29.484058,-98.410442
56473,56473,RITTIMAN IN FRONT OF 4510,Rittiman Rd & Fairdale Dr,29.484064,-98.404905
57463,57463,RITTIMAN & INDUSTRY PARK,,29.484034,-98.401784
41926,41926,FRATT RD. BET. RITTIMAN & VILL,,29.485426,-98.392657
41536,41536,VILLAGE VIEW & VILLAGE ROW,,29.487871,-98.391995
41226,41226,VILLAGE VIEW & VILLAGE CREST,,29.489152,-98.392014
42333,42333,VILLAGE CREST OPPOSITE 5131,Village Crest Dr & Village Glen Dr,29.489179,-98.388466
42383,42383,VILLAGE CREST & RAY BON,,29.489129,-98.386312
32986,32986,RAY BON BET VILLAGE CT. & VILL,,29.490464,-98.386207
32786,32786,RAY BON & VILLAGE PATH,,29.491601,-98.386227
32386,32386,RAY BON BET VILLAGE WAY & VILL,Ray Bon Dr & Village Lawn Dr,29.493788,-98.386523
22736,22736,RAY BON & EISENHAUER,,29.496366,-98.388099
22426,22426,RAY BON & CASTLE WAY,,29.49901,-98.388704
12726,12726,RAY BON BETWEEN MERLIN & LAN,,29.501257,-98.388692
12226,12226,RAY BON BET. GALAHAD & PRINCE,,29.503756,-98.388606
92846,92846,RAY BON BETWEEN ROUND TABLE AN,,29.505478,-98.387924
92847,92847,RAY BON & GAWAIN,,29.506011,-98.387996
12227,12227,RAY BON BET. PRINCE VALIANT AN,,29.503657,-98.388741
12727,12727,RAY BON BETWEEN LANCELOT & M,Ray Bon Dr & Merlin Dr,29.501413,-98.388806
22427,22427,RAY BON OPPOSITE CASTLE WAY,Ray Bon Dr & Castle Way Dr,29.499149,-98.388787
32387,32387,RAY BON BET. VILLAGE LAWN & VI,,29.49383,-98.386637
32797,32797,RAY BON & VILLAGE PATH,,29.491719,-98.38633
32987,32987,RAY BON BET. VILLAGE TRAIL & V,,29.490446,-98.386311
42387,42387,RAY BON & VILLAGE CREST,,29.489219,-98.386291
42339,42339,VILLAGE CREST IN FRONT OF 5131,,29.489239,-98.38824
41327,41327,VILLAGE VIEW IN FRONT OF 4735,,29.489053,-98.392097
41519,41519,VILLAGE ROW & FRATT RD.,Village Row & Village Row Dr,29.487747,-98.392045
51317,51317,FRATT RD. & RITTIMAN,Rittiman Rd & Business Park,29.484139,-98.393295
57469,57469,RITTIMAN OPPOSITE INDUSTRY PAR,,29.484169,-98.401598
56449,56449,RITTIMAN IN FRONT OF SONIC DRIVE-IN,Rittiman Rd & Fairdale Dr,29.484119,-98.405792
55499,55499,RITTIMAN & MELTON,Rittiman Rd & Melton Dr,29.484137,-98.407535
53239,53239,RITTIMAN OPPOSITE 4114,Rittiman Rd & Cambridge Dr,29.484636,-98.413411
52299,52299,RITTIMAN & GRANTHAM,Rittiman Rd & Grantham Dr,29.484946,-98.418793
58647,58647,HARRY WURZBACH & EVENTIDE,,29.482724,-98.431252
67577,67577,HARRY WURZBACH & LYMAN,,29.478475,-98.433543
58359,58359,CARSON & SPOFFORD,Spofford Ave & Carson St,29.441617,-98.463263
57389,57389,CARSON & PALMETTO,N Palmetto Ave & Carson St,29.441572,-98.465417
57349,57349,CARSON & MUNCEY,Muncey St & E Carson St,29.441572,-98.467024
56369,56369,CARSON & PINE,N Pine St & E Carson St,29.44159,-98.470167
56329,56329,CARSON & OLIVE,N Olive St & E Carson St,29.44159,-98.471693
55359,55359,CARSON & N. HACKBERRY,N Hackberry St & E Carson St,29.44159,-98.473187
26493,26493,IOWA & DREISS,Iowa St & S Pine St,29.411939,-98.468877
27453,27453,IOWA & PIEDMONT,Iowa St & S Piedmont Ave,29.411939,-98.467125
27493,27493,IOWA & PALMETTO,Iowa St & S Piedmont Ave,29.411939,-98.465508
