"Loam"||"144642989"|"147103281"
"Sandy clay loam"||"144642990"|"147103282"
"Clay loam"||"144642991"|"147103283"
"Clay"||"144644260"|"147103203"
"Clay"||"144644261"|"147102952"
"Silty clay"||"144644262"|"147103086"
"Silty clay loam"||"144644263"|"147103087"
"Silty clay"||"144644264"|"147102953"
"Clay"||"144644265"|"147103397"
"Silty clay"||"144644266"|"147103398"
"Clay"||"144644267"|"147102954"
"Fine sandy loam"||"144642993"|"147103287"
"Loam"||"144642994"|"147103356"
"Sandy clay loam"||"144642995"|"147103563"
"Sandy clay loam"||"144642996"|"147103284"
"Clay loam"||"144642997"|"147103285"
"Sandy clay"||"144642998"|"147103286"
"Fine sand"||"144643003"|"147103484"
"Loamy fine sand"||"144643004"|"147103561"
"Clay loam"||"144642999"|"147103327"
"Sandy clay"||"144643000"|"147103562"
"Clay"||"144643001"|"147103328"
"Loamy fine sand"||"144643002"|"147103483"
"Silty clay"||"144642483"|"147101637"
"Clay loam"||"144642484"|"147102050"
"Silty clay loam"||"144642485"|"147101639"
"Silty clay"||"144642486"|"147101920"
"Clay loam"||"144642487"|"147101922"
"Silty clay loam"||"144642488"|"147101924"
"Silty clay"||"144642482"|"147102048"
"Silty clay"||"144642872"|"147101773"
"Clay loam"||"144642873"|"147102053"
"Silty clay loam"||"144642874"|"147101642"
"Silty clay"||"144642875"|"147102054"
"Clay loam"||"144642876"|"147101643"
"Silty clay loam"||"144642877"|"147101925"
"Silty clay"||"144642871"|"147101771"
"Silty clay"||"144642496"|"147101927"
"Silty clay"||"144642497"|"147101929"
"Clay loam"||"144642498"|"147101931"
"Silty clay loam"||"144642499"|"147101645"
"Silty clay"||"144642500"|"147102056"
"Clay loam"||"144642501"|"147101647"
"Silty clay loam"||"144642502"|"147102058"
"Clay loam"||"144643076"|"147101072"
"Clay"||"144643077"|"147101073"
"Clay loam"||"144643078"|"147101074"
"Sandy clay"||"144643079"|"147101075"
"Clay"||"144643080"|"147101211"
"Clay loam"||"144643081"|"147101512"
"Sandy clay loam"||"144643082"|"147101212"
"Clay"||"144643440"|"147101368"
"Clay loam"||"144643441"|"147101369"
"Sandy clay"||"144643442"|"147101370"
"Clay loam"||"144643439"|"147101513"
"Clay"||"144643443"|"147101371"
"Clay loam"||"144643444"|"147101514"
"Sandy clay loam"||"144643445"|"147101213"
"Sand"||"144643342"|"147103358"
"Loamy sand"||"144643343"|"147103359"
"Clay loam"||"144643341"|"147103357"
"Clay loam"||"144643005"|"147103329"
"Sand"||"144643006"|"147103564"
"Loamy sand"||"144643007"|"147103330"
"Clay loam"||"144643344"|"147103565"
"Sand"||"144643345"|"147103485"
"Loamy sand"||"144643346"|"147103486"
|"Variable"|"144642625"|"147103487"
"Clay loam"||"144642626"|"147103488"
"Clay"||"144642627"|"147103566"
"Clay loam"||"144642628"|"147103331"
"Clay loam"||"144642629"|"147103567"
"Sandy clay loam"||"144642630"|"147103332"
"Clay loam"||"144642634"|"147103362"
"Sandy clay loam"||"144642635"|"147103363"
"Clay"||"144642632"|"147103360"
"Clay loam"||"144642633"|"147103361"
"Clay loam"||"144642631"|"147103568"
"Clay loam"||"144642636"|"147103569"
"Clay"||"144642637"|"147103333"
"Clay loam"||"144642638"|"147103570"
"Clay loam"||"144642639"|"147103334"
"Sandy clay loam"||"144642640"|"147103489"
"Silty clay"||"144643229"|"147101774"
"Silty clay"||"144643228"|"147102060"
|"Bedrock"|"144643227"|"147101776"
|"Bedrock"|"144644565"|"147102310"
"Silty clay"||"144644566"|"147102306"
