"Backslope"|"38143705"|"15935928"
"Toeslope"|"38143915"|"15936022"
"Summit"|"38143857"|"15935980"
"Shoulder"|"38143857"|"15935981"
"Backslope"|"38143857"|"15935982"
"Summit"|"38143894"|"15936003"
"Shoulder"|"38143894"|"15936004"
"Shoulder"|"38143809"|"15935952"
"Shoulder"|"38143820"|"15935957"
"Backslope"|"38143872"|"15935992"
"Footslope"|"38143872"|"15935991"
"Summit"|"38143846"|"15935975"
"Shoulder"|"38143846"|"15935974"
"Backslope"|"38143846"|"15935973"
"Summit"|"38143506"|"15935859"
"Shoulder"|"38143506"|"15935858"
"Footslope"|"38143591"|"15935880"
"Backslope"|"38143883"|"15935998"
"Backslope"|"38143565"|"15935874"
"Backslope"|"38143867"|"15935989"
"Summit"|"38143617"|"15935896"
"Backslope"|"38143830"|"15935961"
