"Ustic"|"24093231"|"10124379"
"Ustic"|"24092793"|"10124288"
"Ustic"|"24092795"|"10124289"
"Ustic"|"24092796"|"10124290"
"Ustic"|"24092798"|"10124291"
"Ustic"|"24093132"|"10124345"
"Ustic"|"24093133"|"10124346"
"Ustic"|"24093134"|"10124347"
"Ustic"|"24092960"|"10124327"
"Ustic"|"24092961"|"10124328"
"Ustic"|"24092962"|"10124329"
"Ustic"|"24093072"|"10124342"
"Ustic"|"24093073"|"10124343"
"Ustic"|"24093074"|"10124344"
"Ustic"|"24092911"|"10124310"
"Ustic"|"24092912"|"10124311"
"Ustic"|"24092913"|"10124312"
"Ustic"|"24092914"|"10124313"
"Ustic"|"24092919"|"10124314"
"Ustic"|"24092920"|"10124315"
"Ustic"|"24092921"|"10124316"
"Ustic"|"24092922"|"10124317"
"Ustic"|"24092828"|"10124296"
"Ustic"|"24092829"|"10124297"
"Ustic"|"24092830"|"10124298"
"Ustic"|"24092908"|"10124307"
"Ustic"|"24092909"|"10124308"
"Ustic"|"24092910"|"10124309"
"Ustic"|"24092457"|"10124238"
"Ustic"|"24092458"|"10124239"
"Ustic"|"24092698"|"10124278"
"Ustic"|"24092583"|"10124252"
"Ustic"|"24093039"|"10124334"
"Ustic"|"24093040"|"10124335"
"Ustic"|"24093041"|"10124336"
"Ustic"|"24093042"|"10124337"
"Ustic"|"24092584"|"10124253"
"Ustic"|"24092420"|"10124229"
"Ustic"|"24092421"|"10124230"
"Ustic"|"24092541"|"10124247"
"Ustic"|"24092542"|"10124248"
"Ustic"|"24092543"|"10124249"
"Ustic"|"24092424"|"10124231"
"Ustic"|"24092425"|"10124232"
"Ustic"|"24092606"|"10124259"
"Ustic"|"24092729"|"10124285"
"Ustic"|"24092699"|"10124279"
"Ustic"|"24092585"|"10124254"
"Ustic"|"24092700"|"10124280"
"Ustic"|"24092460"|"10124240"
"Ustic"|"24092461"|"10124241"
"Ustic"|"24092462"|"10124242"
"Ustic"|"24092666"|"10124268"
"Ustic"|"24092667"|"10124269"
"Ustic"|"24092668"|"10124270"
"Ustic"|"24093156"|"10124357"
"Ustic"|"24093157"|"10124358"
"Ustic"|"24093158"|"10124359"
"Ustic"|"24093333"|"10124389"
"Ustic"|"24093334"|"10124390"
"Ustic"|"24093335"|"10124391"
"Ustic"|"24093336"|"10124392"
"Ustic"|"24093035"|"10124330"
"Ustic"|"24093036"|"10124331"
"Ustic"|"24093037"|"10124332"
"Ustic"|"24093038"|"10124333"
"Ustic"|"24093162"|"10124360"
"Ustic"|"24093163"|"10124361"
"Ustic"|"24093164"|"10124362"
"Ustic"|"24093166"|"10124363"
"Ustic"|"24093167"|"10124364"
"Ustic"|"24092812"|"10124292"
"Udic"|"24092831"|"10124299"
"Aquic"|"24092832"|"10124300"
"Ustic"|"24092833"|"10124301"
"Ustic"|"24093301"|"10124387"
"Udic"|"24093302"|"10124388"
"Ustic"|"24092813"|"10124293"
"Ustic"|"24092701"|"10124281"
