"carbonatic"|"24092778"|"19015671"
"smectitic"|"24092779"|"19015672"
"smectitic"|"24092537"|"19015630"
"carbonatic"|"24092538"|"19015631"
"carbonatic"|"24092434"|"19015614"
"carbonatic"|"24093244"|"19015770"
"carbonatic"|"24093245"|"19015771"
"carbonatic"|"24093246"|"19015772"
"smectitic"|"24093043"|"19015722"
"smectitic"|"24093044"|"19015723"
"smectitic"|"24093045"|"19015724"
"carbonatic"|"24093046"|"19015725"
"carbonatic"|"24092686"|"19015658"
"carbonatic"|"24092687"|"19015659"
"smectitic"|"24093145"|"19015736"
"smectitic"|"24093146"|"19015737"
"smectitic"|"24093147"|"19015738"
"carbonatic"|"24093148"|"19015739"
"carbonatic"|"24093149"|"19015740"
"smectitic"|"24092640"|"19015649"
"smectitic"|"24092641"|"19015650"
"smectitic"|"24092642"|"19015651"
"smectitic"|"24092643"|"19015652"
"smectitic"|"24093141"|"19015732"
"mixed"|"24093142"|"19015733"
"smectitic"|"24093143"|"19015734"
"smectitic"|"24093144"|"19015735"
"mixed"|"24093168"|"19015749"
"mixed"|"24093169"|"19015750"
"smectitic"|"24093170"|"19015751"
"mixed"|"24093171"|"19015752"
"smectitic"|"24093172"|"19015753"
"smectitic"|"24093173"|"19015754"
"mixed"|"24093174"|"19015755"
"mixed"|"24093175"|"19015756"
"mixed"|"24093342"|"19015779"
"mixed"|"24093343"|"19015780"
"smectitic"|"24093344"|"19015781"
"mixed"|"24093345"|"19015782"
"mixed"|"24093235"|"19015766"
"mixed"|"24093236"|"19015767"
"siliceous"|"24093237"|"19015768"
"smectitic"|"24093239"|"19015769"
"mixed"|"24092635"|"19015645"
"siliceous"|"24092636"|"19015646"
"smectitic"|"24092637"|"19015647"
"mixed"|"24092638"|"19015648"
"siliceous"|"24092688"|"19015660"
"siliceous"|"24092570"|"19015635"
"siliceous"|"24092435"|"19015615"
"mixed (calcareous)"|"24092436"|"19015616"
"mixed"|"24092438"|"19015617"
"carbonatic"|"24092440"|"19015618"
"carbonatic"|"24092677"|"19015656"
"smectitic"|"24092678"|"19015657"
"mixed"|"24092689"|"19015661"
"mixed"|"24092571"|"19015636"
"mixed"|"24092690"|"19015662"
"smectitic"|"24093220"|"19015760"
"smectitic"|"24093221"|"19015761"
"smectitic"|"24093222"|"19015762"
"smectitic"|"24093229"|"19015763"
"smectitic"|"24093230"|"19015764"
"smectitic"|"24093231"|"19015765"
"smectitic"|"24092793"|"19015673"
"smectitic"|"24092795"|"19015674"
"smectitic"|"24092796"|"19015675"
"smectitic"|"24092798"|"19015676"
"smectitic"|"24093132"|"19015729"
"smectitic"|"24093133"|"19015730"
"smectitic"|"24093134"|"19015731"
"smectitic"|"24092960"|"19015711"
"smectitic"|"24092961"|"19015712"
"smectitic"|"24092962"|"19015713"
"smectitic"|"24093072"|"19015726"
"smectitic"|"24093073"|"19015727"
"smectitic"|"24093074"|"19015728"
"mixed"|"24092911"|"19015694"
"smectitic"|"24092912"|"19015695"
"smectitic"|"24092913"|"19015696"
"smectitic"|"24092914"|"19015697"
"mixed"|"24092919"|"19015698"
"smectitic"|"24092920"|"19015699"
"smectitic"|"24092921"|"19015700"
