"smectitic"|"24092922"|"19015701"
"smectitic"|"24092828"|"19015681"
"smectitic"|"24092829"|"19015682"
"smectitic"|"24092830"|"19015683"
"smectitic"|"24092908"|"19015691"
"smectitic"|"24092909"|"19015692"
"smectitic"|"24092910"|"19015693"
"smectitic"|"24092457"|"19015619"
"carbonatic"|"24092458"|"19015620"
"carbonatic"|"24092698"|"19015663"
"carbonatic"|"24092583"|"19015637"
"smectitic"|"24093039"|"19015718"
"carbonatic"|"24093040"|"19015719"
"smectitic"|"24093041"|"19015720"
"smectitic"|"24093042"|"19015721"
"mixed"|"24092584"|"19015638"
"mixed"|"24092420"|"19015610"
"smectitic"|"24092421"|"19015611"
"smectitic"|"24092541"|"19015632"
"carbonatic"|"24092542"|"19015633"
"mixed"|"24092543"|"19015634"
"mixed"|"24092424"|"19015612"
"carbonatic"|"24092425"|"19015613"
"smectitic"|"24092606"|"19015644"
"smectitic"|"24092729"|"19015670"
"carbonatic"|"24092699"|"19015664"
"carbonatic"|"24092585"|"19015639"
"carbonatic"|"24092700"|"19015665"
"smectitic"|"24092460"|"19015621"
"smectitic"|"24092461"|"19015622"
"smectitic"|"24092462"|"19015623"
"carbonatic"|"24092666"|"19015653"
"carbonatic"|"24092667"|"19015654"
"mixed"|"24092668"|"19015655"
"carbonatic"|"24093156"|"19015741"
"carbonatic"|"24093157"|"19015742"
"mixed"|"24093158"|"19015743"
"mixed"|"24093333"|"19015775"
"smectitic"|"24093334"|"19015776"
"smectitic"|"24093335"|"19015777"
"carbonatic"|"24093336"|"19015778"
"mixed"|"24093035"|"19015714"
"smectitic"|"24093036"|"19015715"
"smectitic"|"24093037"|"19015716"
"smectitic"|"24093038"|"19015717"
"smectitic"|"24093162"|"19015744"
"smectitic"|"24093163"|"19015745"
"carbonatic"|"24093164"|"19015746"
"carbonatic"|"24093166"|"19015747"
"smectitic"|"24093167"|"19015748"
"carbonatic"|"24092812"|"19015677"
"smectitic"|"24092831"|"19015684"
"smectitic"|"24092832"|"19015685"
"mixed"|"24092833"|"19015686"
"smectitic"|"24093301"|"19015773"
"smectitic"|"24093302"|"19015774"
"carbonatic"|"24092813"|"19015678"
"carbonatic"|"24092701"|"19015666"
"carbonatic"|"24092586"|"19015640"
"carbonatic"|"24092702"|"19015667"
"carbonatic"|"24092587"|"19015641"
"mixed"|"24093210"|"19015757"
"smectitic"|"24093211"|"19015758"
"mixed"|"24093212"|"19015759"
"smectitic"|"24092514"|"19015627"
"mixed"|"24092515"|"19015628"
"mixed"|"24092516"|"19015629"
"mixed"|"24092511"|"19015624"
"mixed"|"24092512"|"19015625"
"mixed"|"24092513"|"19015626"
"mixed"|"24092588"|"19015642"
"mixed"|"24092703"|"19015668"
"mixed"|"24092589"|"19015643"
"mixed"|"24092704"|"19015669"
"mixed"|"24092814"|"19015679"
"mixed"|"24092815"|"19015680"
"smectitic"|"24092934"|"19015702"
"carbonatic"|"24092935"|"19015703"
"carbonatic"|"24092936"|"19015704"
"carbonatic"|"24092937"|"19015705"
"carbonatic"|"24092944"|"19015706"
"not used"|"24092945"|"19015707"
"carbonatic"|"24092946"|"19015708"
"not used"|"24092947"|"19015709"
"smectitic"|"24092948"|"19015710"
"smectitic"|"24092865"|"19015687"
"smectitic"|"24092866"|"19015688"
"carbonatic"|"24092867"|"19015689"
"mixed"|"24092869"|"19015690"
