GID_2,GID_0,COUNTRY,GID_1,NAME_1,NL_NAME_1,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2,centroid_lon,centroid_lat,bbox_minx,bbox_miny,bbox_maxx,bbox_maxy,geometry_wkt
USA.44.15_1,USA,United States,USA.44_1,Texas,Unknown,Bexar,Unknown,Unknown,County,County,Unknown,US.TX.BX,-98.5200485202264,29.448066611686986,-98.80561065799998,29.11038970900006,-98.11926269599991,29.7606391920001,"POLYGON ((-98.408257 29.11039, -98.804161 29.251268, -98.805611 29.696831, -98.786942 29.716782, -98.784271 29.7195, -98.78006 29.72036, -98.76796 29.7216, -98.759537 29.72242, -98.752731 29.72097, -98.746986 29.718611, -98.740677 29.71854, -98.733299 29.720751, -98.73378 29.723501, -98.734261 29.726711, -98.73423 29.72854, -98.73159 29.729431, -98.727913 29.729391, -98.722153 29.727951, -98.719009 29.727449, -98.715317 29.728321, -98.713173 29.731501, -98.711021 29.73423, -98.708397 29.73374, -98.704208 29.733231, -98.701569 29.734119, -98.69838 29.73637, -98.692566 29.738131, -98.681 29.738911, -98.676247 29.740683, -98.67411 29.742031, -98.672516 29.742929, -98.668343 29.741501, -98.665718 29.74147, -98.664627 29.74329, -98.664612 29.744659, -98.664581 29.74649, -98.662979 29.74831, -98.662437 29.74922, -98.660858 29.749201, -98.659286 29.749182, -98.658257 29.747789, -98.656677 29.74777, -98.656143 29.74914, -98.656097 29.751431, -98.655548 29.7528, -98.653427 29.753231, -98.652916 29.75322, -98.651352 29.752293, -98.650848 29.750912, -98.649292 29.74951, -98.647751 29.747662, -98.646782 29.742611, -98.645767 29.740311, -98.643143 29.740273, -98.63839 29.741591, -98.632057 29.742889, -98.62574 29.743719, -98.623131 29.742771, -98.621559 29.74229, -98.617386 29.74087, -98.613731 29.73945, -98.610039 29.739861, -98.604767 29.740711, -98.601593 29.7425, -98.6026 29.744801, -98.604691 29.745743, -98.605179 29.748041, -98.605148 29.74987, -98.601471 29.749371, -98.598328 29.748871, -98.593597 29.74881, -98.589958 29.746931, -98.587357 29.7446, -98.58371 29.743181, -98.581589 29.74453, -98.58049 29.747271, -98.578346 29.749533, -98.574127 29.750391, -98.566208 29.752581, -98.560417 29.75341, -98.55722 29.755659, -98.556152 29.756571, -98.554527 29.758841, -98.553467 29.760191, -98.552406 29.760639, -98.549782 29.760151, -98.548752 29.75922, -98.548798 29.75647, -98.549332 29.75602, -98.549881 29.75465, -98.547287 29.752783, -98.544136 29.752741, -98.539909 29.754061, -98.535728 29.75263, -98.533173 29.74847, -98.52903 29.745211, -98.52536 29.744699, -98.523773 29.74559, -98.519562 29.745541, -98.514328 29.744553, -98.512238 29.743601, -98.508606 29.741261, -98.500778 29.737951, -98.485069 29.734991, -98.47718 29.735331, -98.471893 29.737551, -98.466103 29.73793, -98.462982 29.736052, -98.458817 29.733702, -98.454643 29.732731, -98.449867 29.734489, -98.446213 29.73398, -98.445183 29.73259, -98.445801 29.727562, -98.445892 29.722981, -98.444893 29.720221, -98.442818 29.718821, -98.440193 29.718782, -98.437057 29.717821, -98.431793 29.718201, -98.429146 29.719528, -98.4291 29.721821, -98.430107 29.724131, -98.42955 29.72595, -98.42794 29.72776, -98.425308 29.72773, -98.421608 29.72905, -98.421593 29.729959, -98.422562 29.7341, -98.421936 29.73913, -98.420311 29.741859, -98.418159 29.74457, -98.413376 29.74679, -98.408112 29.747631, -98.404457 29.74666, -98.401352 29.74387, -98.398796 29.739712, -98.397797 29.736952, -98.394142 29.735979, -98.388916 29.734518, -98.379463 29.73484, -98.377937 29.731611, -98.376999 29.726101, -98.376038 29.7215, -98.373413 29.721472, -98.367592 29.723669, -98.363823 29.728189, -98.360603 29.73181, -98.355873 29.731741, -98.352737 29.73078, -98.34494 29.72653, -98.342377 29.72283, -98.341927 29.71916, -98.342537 29.715038, -98.345787 29.710051, -98.351143 29.705099, -98.354309 29.704693, -98.360077 29.704773, -98.372162 29.70495, -98.377937 29.70458, -98.380608 29.702791, -98.382759 29.700069, -98.382813 29.697321, -98.381287 29.69455, -98.378731 29.691311, -98.37825 29.689013, -98.379379 29.6849, -98.382576 29.682199, -98.384232 29.678558, -98.383308 29.672131, -98.38028 29.66567, -98.379257 29.664282, -98.377167 29.663792, -98.372406 29.66555, -98.367676 29.665941, -98.364029 29.664511, -98.36248 29.663111, -98.360962 29.660341, -98.358887 29.658941, -98.351578 29.65699, -98.347939 29.655109, -98.34642 29.65233, -98.347527 29.649601, -98.34919 29.645041, -98.34977 29.642302, -98.347763 29.638149, -98.345207 29.634451, -98.343193 29.630293, -98.343857 29.622971, -98.34449 29.617481, -98.341927 29.614691, -98.338287 29.612801, -98.334129 29.610901, -98.330513 29.608561, -98.329506 29.605791, -98.32795 29.60531, -98.319069 29.60334, -98.314911 29.60144, -98.31237 29.597281, -98.311501 29.58856, -98.307968 29.581631, -98.303032 29.566431, -98.300003 29.56134, -98.293732 29.55987, -98.28907 29.557051, -98.281319 29.55142, -98.266296 29.542931, -98.258987 29.541443, -98.256348 29.542311, -98.256317 29.54323, -98.257339 29.54508, -98.259422 29.54557, -98.26255 29.546541, -98.263557 29.548389, -98.264526 29.552071, -98.264481 29.554359, -98.261307 29.555691, -98.258682 29.556101, -98.257126 29.554701, -98.257713 29.552422, -98.25618 29.5501, -98.251991 29.550041, -98.250923 29.551401, -98.25032 29.55459, -98.247131 29.556829, -98.239258 29.557171, -98.234062 29.55479, -98.231018 29.550159, -98.229477 29.548759, -98.225281 29.548691, -98.223213 29.547281, -98.222206 29.545431, -98.223267 29.544531, -98.224846 29.5441, -98.226952 29.54413, -98.229561 29.54463, -98.230659 29.54236, -98.230156 29.540979, -98.228088 29.54003, -98.226036 29.537701, -98.224548 29.53401, -98.22467 29.528049, -98.220543 29.52524, -98.213226 29.5242, -98.201302 29.51804, -98.200829 29.515739, -98.20192 29.513931, -98.201958 29.512091, -98.200432 29.509781, -98.197807 29.509743, -98.19677 29.50972, -98.194679 29.50922, -98.192093 29.507811, -98.190559 29.505951, -98.18956 29.503639, -98.191277 29.49679, -98.190338 29.492189, -98.189362 29.48897, -98.185753 29.48662, -98.179466 29.48605, -98.179428 29.487881, -98.179901 29.490183, -98.183006 29.492071, -98.186127 29.49304, -98.18502 29.49577, -98.179756 29.496599, -98.174019 29.495581, -98.170372 29.49461, -98.169907 29.49185, -98.169952 29.490021, -98.170593 29.484989, -98.170151 29.48085, -98.167587 29.478519, -98.162872 29.478441, -98.15712 29.477882, -98.149788 29.47776, -98.146606 29.479542, -98.146027 29.481821, -98.14547 29.483641, -98.143883 29.484529, -98.141258 29.484489, -98.140793 29.482191, -98.137161 29.480291, -98.131378 29.48111, -98.129776 29.48246, -98.126129 29.48148, -98.12516 29.477791, -98.123177 29.472721, -98.120216 29.464413, -98.119263 29.46073, -98.121407 29.458469, -98.124016 29.458981, -98.12664 29.458561, -98.128799 29.455851, -98.127823 29.453081, -98.125259 29.450291, -98.123726 29.448431, -98.123779 29.44614, -98.125877 29.445711, -98.127983 29.445749, -98.130066 29.445791, -98.132202 29.44445, -98.134872 29.4422, -98.138138 29.43676, -98.408257 29.11039))"
