# ----------------------------------------
# SACRD.org v2 - GA4
# Portal Events-Portals
# 20250401-20250430
# ----------------------------------------

,,,Segment,Is portal,Totals
URL,Search,Entity type,Entity ID,Event count,Event count
,,,,17537,17537,Grand total
https://www.sacrd.org/portal/housingservices/?gp=hsp_startingpage,?gp=hsp_startingpage,guideme,-,675,675
https://sacrd.org/portal/housingservices/?gp=hsp_startingpage,?gp=hsp_startingpage,guideme,-,626,626
https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=302,?gp=mainPage&a=302,attribute,302,112,112
https://sacrd.org/portal/housingservices/?gp=mainPage&a=302,?gp=mainPage&a=302,attribute,302,98,98
https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=303,?gp=mainPage&a=303,attribute,303,96,96
https://www.sacrd.org/portal/mhp/?gp=mhp_start,?gp=mhp_start,guideme,-,81,81
https://sacrd.org/housingservices/?gp=hsp_startingpage,?gp=hsp_startingpage,guideme,-,67,67
https://sacrd.org/portal/mhp/?gp=mhp_start,?gp=mhp_start,guideme,-,65,65
https://www.sacrd.org/MentalHealth/?gp=mhp_start,?gp=mhp_start,guideme,-,53,53
"https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=302,315","?gp=mainPage&a=302,315",attribute,315,52,52
https://sacrd.org/portal/housingservices/?gp=mainPage&a=303,?gp=mainPage&a=303,attribute,303,49,49
https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=315,?gp=mainPage&a=315,attribute,315,45,45
"https://sacrd.org/portal/housingservices/?gp=mainPage&a=302,315","?gp=mainPage&a=302,315",attribute,315,44,44
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78205&a=303,?gp=hsp_masterselector&zipcode=78205&a=303,attribute,303,38,38
https://www.sacrd.org/portal/housingservices/?gp=mainPage,?gp=mainPage,clear,-,37,37
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78205&a=303,?gp=hsp_masterselector&zipcode=78205&a=303,guideme,-,36,36
https://sacrd.org/MentalHealth/?gp=mhp_start,?gp=mhp_start,guideme,-,34,34
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78205&a=303,?gp=hsp_masterselector&zipcode=78205&a=303,attribute,303,27,27
https://sacrd.org/portal/housingservices/?gp=mainPage&a=315,?gp=mainPage&a=315,attribute,315,26,26
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78212&a=303,?gp=hsp_masterselector&zipcode=78212&a=303,attribute,303,26,26
https://sacrd.org/portal/housingservices/?gp=mainPage,?gp=mainPage,clear,-,25,25
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78205&a=303,?gp=hsp_masterselector&zipcode=78205&a=303,guideme,-,24,24
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78212&a=303,?gp=hsp_masterselector&zipcode=78212&a=303,guideme,-,24,24
https://www.sacrd.org/portal/housingservices/?gp=hsp_notesPage,?gp=hsp_notesPage,guideme,-,24,24
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78240&a=302,?gp=hsp_masterselector&zipcode=78240&a=302,attribute,302,23,23
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78240&a=302,?gp=hsp_masterselector&zipcode=78240&a=302,guideme,-,23,23
"https://sacrd.org/portal/housingservices/?gp=mainPage&a=302,304","?gp=mainPage&a=302,304",attribute,304,22,22
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78201&a=302,?gp=hsp_masterselector&zipcode=78201&a=302,attribute,302,21,21
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78229&a=302,?gp=hsp_masterselector&zipcode=78229&a=302,attribute,302,21,21
https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=304,?gp=mainPage&a=304,attribute,304,21,21
https://www.sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78205&a=303&nhw=0,?gp=hsp_needhelpwith&zipcode=78205&a=303&nhw=0,guideme,-,20,20
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78218&a=302,?gp=hsp_masterselector&zipcode=78218&a=302,attribute,302,19,19
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78218&a=302,?gp=hsp_masterselector&zipcode=78218&a=302,guideme,-,19,19
https://sacrd.org/portal/housingservices/?gp=mainPage&a=304,?gp=mainPage&a=304,attribute,304,19,19
"https://sacrd.org/portal/housingservices/?gp=mainPage&zipcode=78212&a=302,523&nhw=3","?gp=mainPage&zipcode=78212&a=302,523&nhw=3",attribute,523,19,19
https://www.sacrd.org/housingservices/?gp=hsp_startingpage,?gp=hsp_startingpage,guideme,-,19,19
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78254&a=303,?gp=hsp_masterselector&zipcode=78254&a=303,attribute,303,19,19
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78212&a=302,?gp=hsp_masterselector&zipcode=78212&a=302,attribute,302,18,18
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78212&a=302,?gp=hsp_masterselector&zipcode=78212&a=302,guideme,-,18,18
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78254&a=302,?gp=hsp_masterselector&zipcode=78254&a=302,attribute,302,18,18
https://www.sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78212&a=303&nhw=0,?gp=hsp_needhelpwith&zipcode=78212&a=303&nhw=0,guideme,-,18,18
https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=301,?gp=mainPage&a=301,attribute,301,18,18
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78205&a=302,?gp=hsp_masterselector&zipcode=78205&a=302,attribute,302,17,17
https://sacrd.org/portal/housingservices/?gp=mainPage&a=317,?gp=mainPage&a=317,attribute,317,17,17
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78229&a=302,?gp=hsp_masterselector&zipcode=78229&a=302,guideme,-,17,17
"https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=302,304","?gp=mainPage&a=302,304",attribute,304,17,17
"https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=303,304","?gp=mainPage&a=303,304",attribute,304,17,17
https://www.sacrd.org/portal/westcaretx/?gp=mainPage&a=218,?gp=mainPage&a=218,attribute,218,17,17
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78201&a=302,?gp=hsp_masterselector&zipcode=78201&a=302,guideme,-,16,16
https://sacrd.org/housingservices/?gp=mainPage&a=302,?gp=mainPage&a=302,attribute,302,15,15
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78205&a=302,?gp=hsp_masterselector&zipcode=78205&a=302,guideme,-,15,15
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78205&a=302,?gp=hsp_masterselector&zipcode=78205&a=302,attribute,302,15,15
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78254&a=303,?gp=hsp_masterselector&zipcode=78254&a=303,guideme,-,15,15
https://www.sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78205&a=303,?gp=hsp_needhelpwith&zipcode=78205&a=303,guideme,-,15,15
https://www.sacrd.org/portal/mhp/?gp=mainPage&a=102,?gp=mainPage&a=102,attribute,102,15,15
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78201&a=303,?gp=hsp_masterselector&zipcode=78201&a=303,attribute,303,14,14
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78216&a=302,?gp=hsp_masterselector&zipcode=78216&a=302,attribute,302,14,14
https://sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78240&a=302&nhw=3,?gp=hsp_needhelpwith&zipcode=78240&a=302&nhw=3,guideme,-,14,14
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78254&a=302,?gp=hsp_masterselector&zipcode=78254&a=302,guideme,-,14,14
https://sacrd.org/MentalHealth/?gp=mainPage&a=102,?gp=mainPage&a=102,attribute,102,13,13
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78207&a=302,?gp=hsp_masterselector&zipcode=78207&a=302,attribute,302,13,13
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78223&a=303,?gp=hsp_masterselector&zipcode=78223&a=303,attribute,303,13,13
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78230&a=302,?gp=hsp_masterselector&zipcode=78230&a=302,attribute,302,13,13
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78245&a=302,?gp=hsp_masterselector&zipcode=78245&a=302,attribute,302,13,13
"https://sacrd.org/portal/housingservices/?gp=mainPage&a=302,315,317","?gp=mainPage&a=302,315,317",attribute,317,13,13
https://sacrd.org/portal/sadigitalconnects/?gp=mainPage&a=291,?gp=mainPage&a=291,attribute,291,13,13
https://www.sacrd.org/es/portal/housingservices/?gp=hsp_startingpage,?gp=hsp_startingpage,guideme,-,13,13
https://www.sacrd.org/portal/housingservices/?gp=hsp_helpfindhousing&zipcode=78212&a=303&nhw=0&gr=53,?gp=hsp_helpfindhousing&zipcode=78212&a=303&nhw=0&gr=53,attribute,53,13,13
