# ----------------------------------------
# SACRD.org v2 - GA4
# Portal Events-Portals
# 20260101-20260131
# ----------------------------------------

,,,Segment,Is US Portal,Totals
URL,Search,Entity type,Entity ID,Event count,Event count
https://comalcares.org/portal/housingservices/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&a=315,320,317,318",attribute,318,1,1
https://comalcares.org/portal/housingservices/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&a=315,320,317,318,496",attribute,496,1,1
https://comalcares.org/portal/housingservices/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&a=315,320,317,318,496,487",attribute,487,1,1
https://comalcares.org/portal/housingservices/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&a=315,320,317,318,496,487,489",attribute,489,1,1
https://comalcares.org/portal/housingservices/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&a=315,320,317,318,496,487,489,481",attribute,481,1,1
https://comalcares.org/portal/housingservices/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&a=315,320,317,318,496,487,489,481,494",attribute,494,1,1
https://comalcares.org/portal/housingservices/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&,?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&a=317,attribute,317,1,1
https://comalcares.org/portal/housingservices/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&a=317,318,315",attribute,315,1,1
https://comalcares.org/portal/housingservices/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&a=317,318,315,542",attribute,542,1,1
https://comalcares.org/portal/housingservices/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&,?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&a=517,attribute,517,1,1
https://comalcares.org/portal/housingservices/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&a=517,523",attribute,523,1,1
https://comalcares.org/portal/housingservices/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&a=517,523,315",attribute,315,1,1
https://comalcares.org/portal/housingservices/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&a=517,523,315,518",attribute,518,1,1
https://comalcares.org/portal/housingservices/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&a=517,523,315,518,317",attribute,317,1,1
https://comalcares.org/portal/housingservices/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&a=517,523,315,518,317,318",attribute,318,1,1
https://comalcares.org/portal/housingservices/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&a=517,523,315,518,317,318,319",attribute,319,1,1
https://comalcares.org/portal/housingservices/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mainPage&a=517,523,315,518,317,318,319,320",attribute,320,1,1
https://comalcares.org/portal/housingservices/?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&a=301,316",attribute,316,1,1
https://comalcares.org/portal/housingservices/?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&a=301,316,530",attribute,530,1,1
https://comalcares.org/portal/housingservices/?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&a=301,316,530,353",attribute,353,1,1
https://comalcares.org/portal/housingservices/?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&a=301,316,530,353,540",attribute,540,1,1
https://comalcares.org/portal/housingservices/?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&a=301,342",attribute,342,1,1
https://comalcares.org/portal/housingservices/?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&a=301,342,356",attribute,356,1,1
https://comalcares.org/portal/housingservices/?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&a=301,344",attribute,344,1,1
https://comalcares.org/portal/housingservices/?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&a=301,344,431",attribute,431,1,1
https://comalcares.org/portal/housingservices/?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&a=301,344,431,428",attribute,428,1,1
https://comalcares.org/portal/housingservices/?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&a=301,344,431,428,342",attribute,342,1,1
https://comalcares.org/portal/housingservices/?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&a=301,344,431,428,342,353",attribute,353,1,1
https://comalcares.org/portal/housingservices/?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78132&lat=29.69224&lng=-98.06877&gp=mainPage&a=301,431,428,342,353,540",attribute,540,1,1
https://comalcares.org/portal/housingservices/?zipcode=78155&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78155&lat=29.69224&lng=-98.06877&gp=mainPage&a=315,302,494,478,442,583",attribute,583,1,1
https://comalcares.org/portal/housingservices/?zipcode=78155&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78155&lat=29.69224&lng=-98.06877&gp=mainPage&a=315,302,494,478,442,583,585",attribute,585,1,1
https://comalcares.org/portal/housingservices/?zipcode=78155&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78155&lat=29.69224&lng=-98.06877&gp=mainPage&a=315,302,583,494,478,442,585",attribute,585,1,1
https://comalcares.org/portal/housingservices/?zipcode=78155&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78155&lat=29.69224&lng=-98.06877&gp=mainPage&a=315,494,478,442,583,585,320",attribute,320,1,1
https://comalcares.org/portal/housingservices/?zipcode=78155&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78155&lat=29.69224&lng=-98.06877&gp=mainPage&a=494,478,442,583,585,302,315",attribute,315,1,1
https://comalcares.org/portal/housingservices/?zipcode=78155&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78155&lat=29.69224&lng=-98.06877&gp=mainPage&a=494,478,442,583,585,302,315,310",attribute,310,1,1
https://comalcares.org/portal/housingservices/?zipcode=78155&lat=29.69224&lng=-98.06877&gp=mainPage&,"?zipcode=78155&lat=29.69224&lng=-98.06877&gp=mainPage&a=494,478,442,583,585,320,302",attribute,302,1,1
https://comalcares.org/portal/housingservices/?zipcode=78155&lat=29.69224&lng=-98.06877&gp=mainPage&,?zipcode=78155&lat=29.69224&lng=-98.06877&gp=mainPage&a=580,attribute,580,1,1
"https://comalcares.org/portal/mhp/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_about_them&a=570,","?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_about_them&a=570,3",attribute,3,1,1
"https://comalcares.org/portal/mhp/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_about_them&a=570,","?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_about_them&a=570,3,2",attribute,2,1,1
"https://comalcares.org/portal/mhp/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_about_them&a=570,","?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_about_them&a=570,3,2,9",attribute,9,1,1
"https://comalcares.org/portal/mhp/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_about_them&a=570,","?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_about_them&a=570,9,548",attribute,548,1,1
"https://comalcares.org/portal/mhp/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_about_them&a=570,","?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_about_them&a=570,9,548",guideme,-,1,1
https://comalcares.org/portal/mhp/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_experiencing&a=57,"?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_experiencing&a=570,9,548&gr=12",attribute,12,1,1
https://comalcares.org/portal/mhp/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_experiencing&a=57,"?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_experiencing&a=570,9,548&gr=12",guideme,-,1,1
https://comalcares.org/portal/mhp/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_experiencing&a=57,"?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_experiencing&a=570,9,548&gr=12,15",attribute,15,1,1
"https://comalcares.org/portal/mhp/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_payment&a=570,9,5","?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_payment&a=570,9,548,557,566,568,10&gr=12",attribute,10,1,1
"https://comalcares.org/portal/mhp/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_payment&a=570,9,5","?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_payment&a=570,9,548,557,566,568,10,65&gr=12",attribute,65,1,1
"https://comalcares.org/portal/mhp/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_payment&a=570,9,5","?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_payment&a=570,9,548,557,566,568,10,65,69&gr=12",attribute,69,1,1
"https://comalcares.org/portal/mhp/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_payment&a=570,9,5","?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_payment&a=570,9,548,557,566,568,10,69,65&gr=12",attribute,65,1,1
"https://comalcares.org/portal/mhp/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_provider&a=570,9,","?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_provider&a=570,9,548,557&gr=12",attribute,557,1,1
"https://comalcares.org/portal/mhp/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_provider&a=570,9,","?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_provider&a=570,9,548,557,566&gr=12",attribute,566,1,1
"https://comalcares.org/portal/mhp/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_provider&a=570,9,","?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_provider&a=570,9,548,557,566,568&gr=12",attribute,568,1,1
"https://comalcares.org/portal/mhp/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_provider&a=570,9,","?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_provider&a=570,9,548,557,566,568&gr=12",guideme,-,1,1
https://comalcares.org/portal/mhp/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_seeking_help_for&,?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_seeking_help_for&a=570,attribute,570,1,1
https://comalcares.org/portal/mhp/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_seeking_help_for&,?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_seeking_help_for&a=570,guideme,-,1,1
https://comalcares.org/portal/mhp/?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_start,?zipcode=78130&lat=29.69224&lng=-98.06877&gp=mhp_start,guideme,-,1,1
https://hillcountryresources.com/?zipcode=78624&lat=30.29227&lng=-98.87141&gp=mainPage&a=604,?zipcode=78624&lat=30.29227&lng=-98.87141&gp=mainPage&a=604,attribute,604,1,1
https://hillcountryresources.org/?gp=mainPage&s=78624&zipcode=78624&lat=30.29227&lng=-98.87141&a=590,78624,search,,1,1
https://hillcountryresources.org/?gp=mainPage&s=78624Food%20pantry&zipcode=78624&lat=30.29227&lng=-9,78624Food pantry,search,,1,1
https://hillcountryresources.org/?gp=mainPage&s=78Food%20pantry&zipcode=78624&lat=30.29227&lng=-98.8,78Food pantry,search,,1,1
https://hillcountryresources.org/?gp=mainPage&s=Food%20pantry&zipcode=78624&lat=30.29227&lng=-98.871,?gp=mainPage&s=Food pantry&zipcode=78624&lat=30.29227&lng=-98.87141&a=590,attribute,590,1,1
https://hillcountryresources.org/?gp=mainPage&zipcode=78624&lat=30.29227&lng=-98.87141&a=590&s=Food,Food,search,,1,1
https://hillcountryresources.org/?gp=mainPage&zipcode=78624&lat=30.29227&lng=-98.87141&a=590&s=Food,Food ,search,,1,1
https://hillcountryresources.org/?gp=mainPage&zipcode=78624&lat=30.29227&lng=-98.87141&a=590&s=Food%,Food p,search,,1,1
https://hillcountryresources.org/?gp=mainPage&zipcode=78624&lat=30.29227&lng=-98.87141&a=590&s=Food%,Food pa,search,,1,1
https://hillcountryresources.org/?gp=mainPage&zipcode=78624&lat=30.29227&lng=-98.87141&a=590&s=Food%,Food pantry,search,,1,1
https://hillcountryresources.org/?gp=mainPage&zipcode=78624&lat=30.29227&lng=-98.87141&a=590&s=Good,Good ,search,,1,1
"https://hillcountryresources.org/?gp=mainPage&zipcode=78624&lat=30.29227&lng=-98.87141&a=590,588&s=F","?gp=mainPage&zipcode=78624&lat=30.29227&lng=-98.87141&a=590,588&s=Food pantry",attribute,588,1,1
https://hillcountryresources.org/?gp=mainPage&zipcode=78624&lat=30.29227&lng=-98.87141&s=Food%20pant,?gp=mainPage&zipcode=78624&lat=30.29227&lng=-98.87141&s=Food pantry&a=588,attribute,588,1,1
https://hillcountryresources.org/?gp=mainPage&zipcode=78624&lat=30.29227&lng=-98.87141&s=Gr,Gr,search,,1,1
https://hillcountryresources.org/?gp=mainPage&zipcode=78624&lat=30.29227&lng=-98.87141&s=Grief,Grief,search,,1,1
https://hillcountryresources.org/?zipcode=78624&lat=30.29227&lng=-98.87141&gp=mainPage&s=aacog,aacog,search,,1,1
https://hillcountryresources.org/?zipcode=78624&lat=30.29227&lng=-98.87141&gp=mainPage&s=ccsct,ccsct,search,,1,1
https://hillcountryresources.org/?zipcode=78624&lat=30.29227&lng=-98.87141&gp=mainPage&s=ccsct&a=593,?zipcode=78624&lat=30.29227&lng=-98.87141&gp=mainPage&s=ccsct&a=593,attribute,593,1,1
https://hillcountryresources.org/?zipcode=78624&lat=30.29227&lng=-98.87141&gp=mainPage&s=senior,senior,search,,1,1
https://manage.sacrd.org/portal/disabilitysupport/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainP,?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&g=119&a=769,attribute,769,1,1
https://resources.sadigitalconnects.com/?gp=mainPage&zipcode=78205&lat=29.42364&lng=-98.48647,?gp=mainPage&zipcode=78205&lat=29.42364&lng=-98.48647,show_faq,-,1,1
https://resources.sadigitalconnects.com/?gp=mainPage&zipcode=78205&lat=29.42364&lng=-98.48647&a=291,?gp=mainPage&zipcode=78205&lat=29.42364&lng=-98.48647&a=291,attribute,291,1,1
https://resources.sadigitalconnects.com/?gp=mainPage&zipcode=78205&lat=29.42364&lng=-98.48647&a=292,?gp=mainPage&zipcode=78205&lat=29.42364&lng=-98.48647&a=292,attribute,292,1,1
https://resources.sadigitalconnects.com/?gp=mainPage&zipcode=78205&lat=29.42364&lng=-98.48647&a=296,?gp=mainPage&zipcode=78205&lat=29.42364&lng=-98.48647&a=296,attribute,296,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mainPage&a=570,9,548,557","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mainPage&a=570,9,548,557,10,68,69,97,102&gr=140",attribute,102,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mainPage&a=570,9,548,557","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mainPage&a=570,9,548,557,10,68,69,97,102,15&gr=140",attribute,15,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mainPage&a=570,9,548,557","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mainPage&a=570,9,548,557,10,68,69,97,102,15&gr=140,141",attribute,141,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mainPage&a=570,9,548,557","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mainPage&a=570,9,548,557,10,68,69,97,102,15&gr=140,141,",attribute,142,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_about_them&a=570,2","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_about_them&a=570,2",attribute,2,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_about_them&a=570,2,5","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_about_them&a=570,2,549",attribute,549,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_about_them&a=570,2,5","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_about_them&a=570,2,549",guideme,-,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_about_them&a=570,2,9","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_about_them&a=570,2,9",attribute,9,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_about_them&a=570,9","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_about_them&a=570,9",attribute,9,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_about_them&a=570,9,2","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_about_them&a=570,9,2",attribute,2,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_about_them&a=570,9,5","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_about_them&a=570,9,548",attribute,548,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_about_them&a=570,9,5","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_about_them&a=570,9,548",guideme,-,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_experiencing&a=570,2","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_experiencing&a=570,2,549&gr=145",attribute,145,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_experiencing&a=570,2","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_experiencing&a=570,2,549&gr=145,140",attribute,140,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_experiencing&a=570,2","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_experiencing&a=570,2,549&gr=145,140,142",attribute,142,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_experiencing&a=570,2","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_experiencing&a=570,2,549&gr=145,140,142,16",attribute,16,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_experiencing&a=570,2","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_experiencing&a=570,2,549&gr=145,140,142,16,8",attribute,8,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_experiencing&a=570,2","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_experiencing&a=570,2,549&gr=145,140,142,16,8",guideme,-,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_experiencing&a=570,9","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_experiencing&a=570,9,548&gr=140",attribute,140,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_experiencing&a=570,9","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_experiencing&a=570,9,548&gr=140",guideme,-,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_payment&a=570,2,549,","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_payment&a=570,2,549,587,69&gr=145,140,142,16,8",attribute,69,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_payment&a=570,2,549,","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_payment&a=570,2,549,587,69,97&gr=145,140,142,16,8",attribute,97,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_payment&a=570,9,548,","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_payment&a=570,9,548,557,10&gr=140",attribute,10,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_payment&a=570,9,548,","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_payment&a=570,9,548,557,10,68&gr=140",attribute,68,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_payment&a=570,9,548,","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_payment&a=570,9,548,557,10,68,69&gr=140",attribute,69,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_payment&a=570,9,548,","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_payment&a=570,9,548,557,10,68,69,97&gr=140",attribute,97,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_provider&a=570,2,549","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_provider&a=570,2,549,587&gr=145,140,142,16,8",attribute,587,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_provider&a=570,2,549","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_provider&a=570,2,549,587&gr=145,140,142,16,8",guideme,-,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_provider&a=570,9,548","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_provider&a=570,9,548,557&gr=140",attribute,557,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_provider&a=570,9,548","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_provider&a=570,9,548,557&gr=140",guideme,-,1,1
"https://sacrd.org/MentalHealth/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_provider&a=570,9,548","?zipcode=78201&lat=29.42364&lng=-98.48647&gp=mhp_provider&a=570,9,548,558&gr=140",attribute,558,1,1
https://sacrd.org/MentalHealth/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage,,search,,1,1
https://sacrd.org/MentalHealth/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=62,?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=62,attribute,62,1,1
"https://sacrd.org/MentalHealth/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=62,63&s=Hotli",Hotline ,search,,1,1
"https://sacrd.org/MentalHealth/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=62,76","?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=62,76",attribute,76,1,1
"https://sacrd.org/MentalHealth/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=63,76","?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=63,76",attribute,76,1,1
https://sacrd.org/MentalHealth/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=69,?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=69,attribute,69,1,1
"https://sacrd.org/MentalHealth/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=69,65","?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=69,65",attribute,65,1,1
"https://sacrd.org/MentalHealth/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=69,65,64","?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=69,65,64",attribute,64,1,1
"https://sacrd.org/MentalHealth/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=69,65,64,68","?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=69,65,64,68",attribute,68,1,1
"https://sacrd.org/MentalHealth/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=69,65,64,68,9","?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=69,65,64,68,97",attribute,97,1,1
"https://sacrd.org/MentalHealth/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=76,63","?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=76,63",attribute,63,1,1
https://sacrd.org/MentalHealth/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&s=tge,tge,search,,1,1
https://sacrd.org/MentalHealth/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&s=ther,ther,search,,1,1
https://sacrd.org/MentalHealth/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&s=therapy,therapy,search,,1,1
https://sacrd.org/MentalHealth/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&s=therapy&a=102,?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&s=therapy&a=102,attribute,102,1,1
https://sacrd.org/MentalHealth/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&s=therapy&a=102,?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&s=therapy&a=102&gr=146,attribute,146,1,1
https://sacrd.org/MentalHealth/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&s=therapy&a=102,"?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&s=therapy&a=102&gr=146,16",attribute,16,1,1
