id,name,portal
574,"Special Discounts",Housing Services
331,"Tenants Rights",Housing Services
867,"Vaccinations",Older Adults
205,"Additional Resources",The Famous Test Portal
310,"Permanent Supportive Housing",Housing Services
239,"Physical, Occupational, and Speech Therapy",Big Bend Regional Resource Directory
881,"Relocation Assistance",Older Adults
341,"Right to Habitation",Housing Services
600,"Screenings and Immunizations",Hill Country Resources
131,"Single Family",Housing Finder
725,"Special Education Advocacy",IDD and Disability Support
489,"Student",Housing Services
868,"Vision Care",Older Adults
601,"Disability Support",Hill Country Resources
126,"Duplex",Housing Finder
238,"Hospice",Big Bend Regional Resource Directory
332,"Landlord Rights",Housing Services
490,"LGBTQ+",Housing Services
461,"On-Site Social Services",Housing Services
882,"Rental Assistance",Older Adults
934,"Volunteer Opportunities for IDD Allies",IDD and Disability Support
106,"School District",Housing Finder
602,"Dental Care",Hill Country Resources
127,"Duplex",Housing Finder
334,"Eviction Prevention",Housing Services
237,"Home Health",Big Bend Regional Resource Directory
314,"Hospice",Housing Services
883,"Residential Care Homes",Older Adults
189,"Link to Floor Plans on Property Website",Housing Finder
469,"Courtesy Lodging",Housing Services
236,"Dentists",Big Bend Regional Resource Directory
335,"Foreclosure Prevention",Housing Services
884,"Skilled Nursing Facilities",Older Adults
192,"Townhouse",Housing Finder
492,"Veteran",Housing Services
603,"Vision Care",Hill Country Resources
188,"Link to Property Reviews on Google",Housing Finder
493,"Active Military",Housing Services
467,"Housing Case Management",Housing Services
235,"Mental Health",Big Bend Regional Resource Directory
426,"Property Taxes",Housing Services
885,"Smart Home Technology",Older Adults
193,"Townhouse",Housing Finder
128,"ADU (Auxillary Dwelling Unit)",Housing Finder
646,"Disability Support",Big Bend Regional Resource Directory
494,"Disabled",Housing Services
453,"Referrals to Case Management",Housing Services
427,"Tax Liens",Housing Services
129,"ADU (Auxillary Dwelling Unit)",Housing Finder
337,"Government Notices",Housing Services
495,"Recovery",Housing Services
526,"Student Housing",Housing Services
8,"All female",Mental Healthcare Portal
293,"Assistive Technology",Digital Connectivity Asset Map
264,"Senior Programs",Big Bend Regional Resource Directory
206,"Transitional Housing",The Famous Test Portal
9,"Youth (13-25)",Mental Healthcare Portal
269,"Books",Big Bend Regional Resource Directory
278,"Nutrition Education",Big Bend Regional Resource Directory
571,"Parent",Mental Healthcare Portal
585,"Dogs",Housing Services
338,"Insurance Disputes",Housing Services
496,"Violence Survivor",Housing Services
497,"Justice History",Housing Services
340,"Reverse Mortgage Assistance",Housing Services
498,"Immigrant/Refugee",Housing Services
446,"Legal Document Translation",Housing Services
122,"Mobile Home Park",Housing Finder
123,"Mobile Home Park",Housing Finder
124,"Rooms and Shares",Housing Finder
572,"Client/Patient",Mental Healthcare Portal
125,"Rooms and Shares",Housing Finder
2,"Adults (26-65)",Mental Healthcare Portal
294,"Help Paying For Internet",Digital Connectivity Asset Map
207,"Rapid Re-housing Programs",The Famous Test Portal
265,"Veterans Services",Big Bend Regional Resource Directory
270,"Children's Programs",Big Bend Regional Resource Directory
586,"Number/Breed/Size Restrictions",Housing Services
266,"Bathrooms",Big Bend Regional Resource Directory
4,"LGBTQ+ welcoming",Mental Healthcare Portal
208,"Permanent Supportive Housing",The Famous Test Portal
6,"Seniors (65 and older)",Mental Healthcare Portal
7,"Veterans",Mental Healthcare Portal
271,"Citizenship",Big Bend Regional Resource Directory
573,"Someone else",Mental Healthcare Portal
84,"ASL or Hearing Impaired",Mental Healthcare Portal
296,"Drop-In Technology Help",Digital Connectivity Asset Map
209,"Other Permanent Housing",The Famous Test Portal
272,"Computer Skills",Big Bend Regional Resource Directory
210,"Day Centers",The Famous Test Portal
297,"Online Safety Classes",Digital Connectivity Asset Map
273,"ESL",Big Bend Regional Resource Directory
944,"Occupational Therapy",Older Adults
211,"Clothing Closets",The Famous Test Portal
298,"Computer Skills Classes",Digital Connectivity Asset Map
274,"GED",Big Bend Regional Resource Directory
212,"Food Pantries",The Famous Test Portal
299,"Free Wi-Fi",Digital Connectivity Asset Map
275,"Nutrition Education",Big Bend Regional Resource Directory
945,"Physical Health",Older Adults
300,"Free Computer Use",Digital Connectivity Asset Map
213,"Free Legal Assistance",The Famous Test Portal
946,"Remote Monitoring",Older Adults
276,"Youth Programs",Big Bend Regional Resource Directory
225,"Batterer's Intervention & Prevention (BIPP)",Love Should Not Hurt
219,"Child Care",Love Should Not Hurt
216,"Counseling - Adults",Love Should Not Hurt
222,"Counseling - Youth and Children",Love Should Not Hurt
255,"Firearm Safety",Love Should Not Hurt
224,"For Men",Love Should Not Hurt
229,"Healthy Relationships",Love Should Not Hurt
218,"Housing Assistance",Love Should Not Hurt
231,"Immediate Assistance",Love Should Not Hurt
226,"Legal Aid",Love Should Not Hurt
221,"LGBTQ Affirming",Love Should Not Hurt
217,"Medical Care",Love Should Not Hurt
215,"Parenting Classes",Love Should Not Hurt
260,"Protective Orders",Love Should Not Hurt
227,"Public Awareness",Love Should Not Hurt
259,"Safe Exit Planning",Love Should Not Hurt
258,"Safe Place for Youth",Love Should Not Hurt
230,"Supervised Visits",Love Should Not Hurt
228,"Survivor Services",Love Should Not Hurt
