# ----------------------------------------
# SACRD.org v2 - GA4
# Portal Events-Portals
# 20251001-20251031
# ----------------------------------------

,,,Segment,Is portal,Totals
URL,Search,Entity type,Entity ID,Event count,Event count
,,,,11488,11488,Grand total
https://www.sacrd.org/portal/housingservices/?gp=hsp_startingpage,?gp=hsp_startingpage,guideme,-,440,440
https://sacrd.org/portal/housingservices/?gp=hsp_startingpage,?gp=hsp_startingpage,guideme,-,309,309
https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=302,?gp=mainPage&a=302,attribute,302,86,86
https://www.sacrd.org/portal/mhp/?gp=mhp_start,?gp=mhp_start,guideme,-,70,70
https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=303,?gp=mainPage&a=303,attribute,303,63,63
https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=315,?gp=mainPage&a=315,attribute,315,63,63
https://sacrd.org/housingservices/?gp=hsp_startingpage,?gp=hsp_startingpage,guideme,-,51,51
"https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=302,315","?gp=mainPage&a=302,315",attribute,315,50,50
https://sacrd.org/portal/housingservices/?gp=mainPage&a=302,?gp=mainPage&a=302,attribute,302,43,43
https://sacrd.org/portal/mhp/?gp=mhp_start,?gp=mhp_start,guideme,-,42,42
https://sacrd.org/portal/housingservices/?gp=mainPage&a=315,?gp=mainPage&a=315,attribute,315,38,38
https://www.sacrd.org/portal/housingservices/?gp=mainPage,?gp=mainPage,clear,-,37,37
https://www.sacrd.org/MentalHealth/?gp=mhp_start,?gp=mhp_start,guideme,-,34,34
http://localhost:8000/portal/disabilitysupport/?gp=idd_background&g=109,?gp=idd_background&g=109,attribute,109,30,30
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78205&a=303,?gp=hsp_masterselector&zipcode=78205&a=303,attribute,303,28,28
https://sacrd.org/portal/housingservices/?gp=mainPage&a=303,?gp=mainPage&a=303,attribute,303,25,25
"https://sacrd.org/portal/housingservices/?gp=mainPage&a=302,315","?gp=mainPage&a=302,315",attribute,315,23,23
http://localhost:8000/portal/disabilitysupport/?gp=idd_check_groups&g=109,?gp=idd_check_groups&g=109,attribute,109,22,22
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78205&a=303,?gp=hsp_masterselector&zipcode=78205&a=303,guideme,-,22,22
http://localhost:8000/idd/?gp=idd_check_groups&g=109,?gp=idd_check_groups&g=109,attribute,109,21,21
https://comalcares.org/portal/housingservices/?gp=hsp_startingpage,?gp=hsp_startingpage,guideme,-,21,21
