# ----------------------------------------
# SACRD.org v2 - GA4
# Portal Events-Portals
# 20250301-20250331
# ----------------------------------------

,,,Segment,Is portal,Totals
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78228&a=302,?gp=hsp_masterselector&zipcode=78228&a=302,attribute,302,9,9
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78228&a=303,?gp=hsp_masterselector&zipcode=78228&a=303,attribute,303,9,9
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78245&a=302,?gp=hsp_masterselector&zipcode=78245&a=302,guideme,-,9,9
"https://sacrd.org/portal/housingservices/?gp=mainPage&a=302,317","?gp=mainPage&a=302,317",attribute,317,9,9
https://www.sacrd.org/housingservices/?gp=hsp_helpfindhousing&zipcode=78212&a=302&nhw=0&gr=70,?gp=hsp_helpfindhousing&zipcode=78212&a=302&nhw=0&gr=70,attribute,70,9,9
https://www.sacrd.org/housingservices/?gp=mainPage&a=302,?gp=mainPage&a=302,attribute,302,9,9
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78209&a=302,?gp=hsp_masterselector&zipcode=78209&a=302,attribute,302,9,9
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78216&a=302,?gp=hsp_masterselector&zipcode=78216&a=302,guideme,-,9,9
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78253&a=303,?gp=hsp_masterselector&zipcode=78253&a=303,attribute,303,9,9
https://www.sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78204&a=302&nhw=3,?gp=hsp_needhelpwith&zipcode=78204&a=302&nhw=3,guideme,-,9,9
https://www.sacrd.org/portal/housingservices/?gp=hsp_zipcode,?gp=hsp_zipcode,guideme,-,9,9
"https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=302,310","?gp=mainPage&a=302,310",attribute,310,9,9
"https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=302,317","?gp=mainPage&a=302,317",attribute,317,9,9
"https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=303,304","?gp=mainPage&a=303,304",attribute,304,9,9
"https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=303,320","?gp=mainPage&a=303,320",attribute,320,9,9
https://comalcares.org/portal/mhp/?gp=mhp_seeking_help_for&zipcode=78130&a=569,?gp=mhp_seeking_help_for&zipcode=78130&a=569,attribute,569,8,8
https://comalcares.org/portal/mhp/?gp=mhp_seeking_help_for&zipcode=78130&a=569,?gp=mhp_seeking_help_for&zipcode=78130&a=569,guideme,-,8,8
https://sacrd.org/housingservices/?gp=mainPage&a=304,?gp=mainPage&a=304,attribute,304,8,8
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78211&a=301,?gp=hsp_masterselector&zipcode=78211&a=301,attribute,301,8,8
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78213&a=302,?gp=hsp_masterselector&zipcode=78213&a=302,attribute,302,8,8
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78213&a=302,?gp=hsp_masterselector&zipcode=78213&a=302,guideme,-,8,8
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78223&a=303,?gp=hsp_masterselector&zipcode=78223&a=303,guideme,-,8,8
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78228&a=302,?gp=hsp_masterselector&zipcode=78228&a=302,guideme,-,8,8
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78228&a=303,?gp=hsp_masterselector&zipcode=78228&a=303,guideme,-,8,8
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78242&a=302,?gp=hsp_masterselector&zipcode=78242&a=302,attribute,302,8,8
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78253&a=302,?gp=hsp_masterselector&zipcode=78253&a=302,attribute,302,8,8
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78253&a=302,?gp=hsp_masterselector&zipcode=78253&a=302,guideme,-,8,8
https://sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78205&a=303,?gp=hsp_needhelpwith&zipcode=78205&a=303,guideme,-,8,8
https://sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78205&a=303&nhw=0,?gp=hsp_needhelpwith&zipcode=78205&a=303&nhw=0,guideme,-,8,8
https://sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78245&a=302&nhw=3,?gp=hsp_needhelpwith&zipcode=78245&a=302&nhw=3,guideme,-,8,8
"https://sacrd.org/portal/housingservices/?gp=mainPage&a=302,315,317","?gp=mainPage&a=302,315,317",attribute,317,8,8
https://sacrd.org/portal/mhp/?gp=mainPage&a=102,?gp=mainPage&a=102,attribute,102,8,8
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78201&a=303,?gp=hsp_masterselector&zipcode=78201&a=303,attribute,303,8,8
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78213&a=302,?gp=hsp_masterselector&zipcode=78213&a=302,attribute,302,8,8
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78216&a=303,?gp=hsp_masterselector&zipcode=78216&a=303,attribute,303,8,8
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78240&a=303,?gp=hsp_masterselector&zipcode=78240&a=303,guideme,-,8,8
https://www.sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78216&a=302&nhw=3,?gp=hsp_needhelpwith&zipcode=78216&a=302&nhw=3,guideme,-,8,8
https://www.sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78240&a=302&nhw=3,?gp=hsp_needhelpwith&zipcode=78240&a=302&nhw=3,guideme,-,8,8
https://www.sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78251&a=302&nhw=3,?gp=hsp_needhelpwith&zipcode=78251&a=302&nhw=3,guideme,-,8,8
https://comalcares.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78130&a=302,?gp=hsp_masterselector&zipcode=78130&a=302,guideme,-,7,7
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78201&a=303,?gp=hsp_masterselector&zipcode=78201&a=303,attribute,303,7,7
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78211&a=301,?gp=hsp_masterselector&zipcode=78211&a=301,guideme,-,7,7
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78230&a=303,?gp=hsp_masterselector&zipcode=78230&a=303,attribute,303,7,7
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78238&a=302,?gp=hsp_masterselector&zipcode=78238&a=302,attribute,302,7,7
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78238&a=302,?gp=hsp_masterselector&zipcode=78238&a=302,guideme,-,7,7
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78242&a=302,?gp=hsp_masterselector&zipcode=78242&a=302,guideme,-,7,7
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78250&a=302,?gp=hsp_masterselector&zipcode=78250&a=302,attribute,302,7,7
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78250&a=302,?gp=hsp_masterselector&zipcode=78250&a=302,guideme,-,7,7
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78254&a=302,?gp=hsp_masterselector&zipcode=78254&a=302,attribute,302,7,7
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78254&a=302,?gp=hsp_masterselector&zipcode=78254&a=302,guideme,-,7,7
https://sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78201&a=302&nhw=3,?gp=hsp_needhelpwith&zipcode=78201&a=302&nhw=3,guideme,-,7,7
https://sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78205&a=302&nhw=3,?gp=hsp_needhelpwith&zipcode=78205&a=302&nhw=3,guideme,-,7,7
https://sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78217&a=302&nhw=3,?gp=hsp_needhelpwith&zipcode=78217&a=302&nhw=3,guideme,-,7,7
https://sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78238&a=302&nhw=3,?gp=hsp_needhelpwith&zipcode=78238&a=302&nhw=3,guideme,-,7,7
