OBJECTID,CASEID,OBJECTID_2,CartID,MSAG_Name
1,1014927554,32549,"521845",HAZEL CV
2,1014927555,9456,"421175",WILDBERRY CT
3,1014927558,57995,"845468",PRUE RD
4,1014927560,4982,"423684",TARASCO
5,1014927574,44161,"846111",STOUT DR
6,1014927584,61366,"428398",MANOR CRK
7,1014927585,65883,"315358",E EVANS RD
8,1014927594,5032,"410975",SHADY GREEN
9,1014927659,47931,"414236",GREENS PT
10,1014927777,50053,"502864",S CHERRY
11,1014927832,65542,"414099",GILL BRIDGE
12,1014927845,25664,"209166",N COLORADO ST
13,1014927866,56271,"502510",WYOMING ST
14,1014927895,90715,"501611",ROLAND AVE
15,1014927915,85829,"418664",ALHAMBRA
16,1014927940,84007,"503676",WHEATLEY AVE
17,1014927977,88433,"507729",3RD ST
18,1014928099,87365,"429568",HAMILTON WOLFE
19,1014928346,73388,"418375",WESTMORELAND
20,1014928353,65029,"412573",BROCKMAN
21,1014928575,66981,"412079",KEPLER DR
22,1014928633,18970,"505431",N GRIMES ST
23,1014928738,78700,"422153",BLACK WALNUT WOODS
24,1014928789,59052,"412513",INGRAM RD
25,1014928823,25744,"504097",E VILLARET BLVD
26,1014928824,69529,"412216",INGRAM RD
27,1014928897,37453,"411500",GRISSOM RD
28,1014928929,49715,"414141",JACLYN PARK
29,1014928948,21869,"510146",NAVARRO ST
30,1014928959,51100,"312853",SPACE CENTER DR
31,1014928979,71461,"846061",RICHLAND HILLS DR
32,1014929415,34928,"207171",NORTHILL DR
33,1014929437,36584,"309285",TREELINE PARK
34,1014929452,83834,"304272",VILLAGE DR
35,1014929776,89633,"416568",MERKENS
36,1014929786,22462,"416595",BRENDA LN
37,1014929808,67300,"509346",BARKMEYER
38,1014930098,61425,"313919",EISENHAUER RD
39,1014930117,30606,"310330",RITTIMAN RD
40,1014930184,8043,"411627",HIDDEN CRK
41,1014930227,74698,"8483110",A-10607
42,1014930305,44517,"510494",S PRESA ST
43,1014930403,26938,"203109",HANOVER
44,1014930501,36100,"824273",STEEN
45,1014930557,88795,"303961",SAN PEDRO AVE
46,1014930651,4494,"304803",CROOKED CRK
47,1014930667,36972,"207974",W LAUREL ST
48,1014930690,13403,"432445",Willow Grove Dr
49,1014930709,78619,"312791",MYSTIC SUNRISE DR
50,1014930710,80198,"308107",E TERRA ALTA
51,1014930734,88795,"303961",SAN PEDRO AVE
52,1014930765,26529,"306007",LEONHARDT RD
53,1014930775,96127,"507309",AVONDALE AVE
54,1014931071,79738,"307823",THOUSAND OAKS
55,1014931182,59490,"202733",N SAN HORACIO
56,1014931269,16070,"501674",AMITY RD
57,1014931348,22849,"504785",PIEDMONT AVE
58,1014931377,15375,"410084",STAR CREEK DR
59,1014931404,73643,"304287",MARYMONT DR
60,1014931440,81301,"418637",BASSE
61,1014931528,5284,"207130",BABCOCK RD
62,1014931530,68553,"414892",AUTUMN PARK
63,1014931663,44028,"416889",BABCOCK RD
64,1014931740,64121,"411787",NORTHWESTERN DR
65,1014931762,68718,"8482749",A-10334
66,1014931913,88556,"409399",PATTON BLVD
67,1014931922,40789,"202307",N SPRING
68,1014931923,15761,"406639",PLEASURE PARK
69,1014931925,59140,"428250",FORTUNA PLACE
70,1014931931,45829,"8480342",SOMERSET RD
71,1014931934,5467,"513210",EMERALD ASH
72,1014931984,53756,"505152",DWYER AVE
73,1014931989,7360,"423037",WHITEWOOD DR
74,1014931999,1435,"308705",HOPES FERRY
75,1014932009,52466,"847503",ROGERS PKWY
76,1014932144,25083,"847505",DEER CREST
77,1014932219,88736,"306513",BROMLEY PLACE
78,1014932234,92956,"411021",OLD TEZEL RD
79,1014932316,78116,"415041",BABCOCK RD
80,1014932349,44017,"203294",ADAES
81,1014932387,80611,"311983",HUEBNER RD
82,1014932521,28409,"400190",FAIRMEADOWS
83,1014932542,85690,"847593",WEICHOLD RD
84,1014932553,62869,"416272",SPRING BRANCH DR
85,1014932567,44989,"505491",NEVADA
86,1014932582,76692,"305600",Mac Arthur View
87,1014932610,20706,"305687",HASKIN RD
88,1014932829,55708,"430422",N COLORADO ST
89,1014932854,54065,"420174",CAMP BULLIS RD
90,1014933105,48558,"401458",HUMBLE AVE
91,1014933115,53611,"207690",PITCAIRN
92,1014933133,26406,"407951",S TRINITY
93,1014933151,40486,"421938",DE ZAVALA RD
94,1014933218,24523,"505336",DAWSON ST
95,1014933263,64577,"502238",DELAWARE
96,1014933265,85829,"418664",ALHAMBRA
97,1014933296,19235,"402244",FISCHER RD
98,1014933310,56245,"408107",S BRAZOS ST
99,1014933344,19235,"402244",FISCHER RD
100,1014933395,94639,"407930",S TRINITY
101,1014933525,91734,"202355",N MINTER
102,1014933613,18702,"509247",S PRESA ST
103,1014933698,15189,"400608",W PYRON AVE
104,1014933836,67224,"408885",SW 30TH ST
105,1014933883,31096,"405673",COTTONWOOD AVE
106,1014933906,64436,"202653",PACE ST
107,1014934088,5467,"513210",EMERALD ASH
108,1014934116,39426,"310598",LAUREL HEIGHTS PLACE
109,1014934151,27385,"512895",BULVERDE RD
110,1014934162,84896,"509662",OLD CORPUS CHRISTI RD
111,1014934174,38780,"406476",OLD WAGON
112,1014934190,87679,"406285",FRAN FRAN ST
113,1014934237,36206,"844682",PARKRIDGE
114,1014934354,93996,"420605",DEER CREST
115,1014934376,70630,"418543",MT SACRED HEART RD
116,1014934405,45196,"846097",CABLE RANCH RD
117,1014934412,29968,"310468",MIDCROWN DR E
118,1014934419,79917,"305478",MANNIX DR
119,1014934444,3815,"401523",THOMPSON PLACE
120,1014934515,67393,"423012",GLADE VALLEY DR
121,1014934576,26362,"401554",NIEMEYER ST
122,1014934629,71775,"502395",LOWELL ST
123,1014934639,23167,"423438",PINN RD
124,1014934643,81865,"311679",SAN PEDRO AVE
125,1014934804,34928,"207171",NORTHILL DR
126,1014934903,56455,"403529",S ACME RD
127,1014934928,38948,"821892",WALNUT VALLEY DR
128,1014934936,56263,"412915",CHERRY RIDGE DR
129,1014934984,71691,"309581",HARLOW DR
130,1014935007,43632,"412437",PARKWAY DR
131,1014935029,65864,"202901",CALLE SUR
132,1014935110,3329,"505215",LONE STAR BLVD
133,1014935174,64414,"844450",UNNAMED ST AT AUSTIN HWY
134,1014935279,40655,"423309",PITLUK AVE
135,1014935289,50584,"314062",HIGBEE MILL
136,1014935290,53556,"313133",RAILWAY
137,1014935297,59109,"403644",LAWTON ST
138,1014935337,73468,"318349",HEATHER PASS
139,1014935385,5904,"406535",KENNITH AVE
140,1014935624,53947,"420117",ROGERS RD
141,1014935668,80701,"312329",SUMMIT BLF
142,1014935671,75676,"503458",N SAN SABA
143,1014935673,10062,"318260",DULL KNIFE WAY
144,1014935680,52730,"510838",DIRECTOR DR
145,1014935718,10748,"415108",CHASE HILL BLVD
146,1014935755,66290,"845427",SOUTHTON RD
147,1014935759,10717,"309393",CICERO AVE
148,1014935824,44028,"416889",BABCOCK RD
149,1014935836,82350,"406558",WINKLE CT
150,1014935950,61363,"308247",FRANKLIN
151,1014935996,10910,"309174",McCullough Ave
152,1014936011,68297,"311978",STONEHUE
153,1014936056,61053,"429633",WONDER PKWY
154,1014936072,36908,"312324",SONTERRA PLACE
155,1014936090,20669,"312312",HARDY OAK BLVD
156,1014936115,54557,"205565",JACKSON-KELLER RD
157,1014936149,38403,"209582",BABCOCK RD
158,1014936191,24218,"207941",FREDERICKSBURG RD
159,1014936215,38150,"311788",ENCINO LEDGE
160,1014936256,40831,"207785",JOHN MARSHALL
161,1014936262,12699,"204957",BABE RUTH
162,1014936264,12699,"204957",BABE RUTH
163,1014936267,12699,"204957",BABE RUTH
164,1014936269,12699,"204957",BABE RUTH
165,1014936273,12699,"204957",BABE RUTH
166,1014936278,12699,"204957",BABE RUTH
167,1014936284,12699,"204957",BABE RUTH
168,1014936470,6053,"844916",Rustic Terrace
169,1014936487,59140,"428250",FORTUNA PLACE
170,1014936511,38644,"412434",PARKWAY DR
171,1014936675,9412,"412984",VANCE JACKSON
172,1014936744,815,"8478911",CINNAMON HILL
173,1014936835,51120,"423624",S CALLAGHAN RD
174,1014936870,82651,"407056",W MILITARY DR
175,1014936893,37228,"312852",SPACE CENTER DR
176,1014936901,22563,"202692",ALTA SITA
177,1014937058,23768,"408972",LAS PALMAS DR
178,1014937076,43960,"312903",BINZ-ENGLEMAN RD
179,1014937090,74464,"409389",S GENERAL MCMULLEN
180,1014937182,65451,"400157",QUIHI ST
181,1014937198,6910,"409232",SANTIAGO ST
182,1014937209,50729,"401221",W HUTCHINS PLACE
183,1014937221,13476,"310496",ELKHORN DR
184,1014937252,21143,"419656",W BITTERS RD
185,1014937339,66244,"503626",HONEY BLVD
186,1014937376,60536,"409216",SAN PATRICIO
187,1014937506,85791,"517059",S COLORADO ST
188,1014937630,28017,"405410",CLOVER CRK
189,1014937726,28709,"506511",MC DOUGAL AVE
190,1014937791,65023,"311120",GAULT LN
191,1014937852,23768,"408972",LAS PALMAS DR
192,1014937885,73405,"506218",E HIGHLAND BLVD
193,1014938045,44210,"504333",LINDA LOU DR
194,1014938095,85272,"8482902",A-10881
195,1014938160,18446,"506759",STANFIELD
196,1014938169,70455,"422763",S BROWNLEAF DR
197,1014938172,18446,"506759",STANFIELD
198,1014938183,74866,"503811",PECAN VALLEY DR
199,1014938253,29029,"504563",CANDY PLACE
200,1014938343,65126,"506232",AVANT AVE
201,1014938382,6296,"313003",N WEIDNER RD
202,1014938426,86833,"409537",SW 19TH ST
203,1014938478,17145,"202306",N SPRING
204,1014938508,83246,"519954",CITY-BASE LANDING
205,1014938513,3475,"305437",NACOGDOCHES RD
206,1014938530,58345,"415948",BABCOCK RD
207,1014938642,72921,"409501",AIKEN
208,1014938671,36370,"310805",SAN PEDRO AVE
209,1014938705,39550,"311556",NORTH LOOP RD
210,1014938709,58971,"408766",CASSIN RD
211,1014938743,8100,"405030",N COLORADO ST
212,1014938768,86890,"407211",GREYROCK DR
213,1014938778,51120,"423624",S CALLAGHAN RD
214,1014938804,34399,"509155",E PALFREY AVE
215,1014938831,15442,"307115",SUMMER GLEN DR
216,1014938844,94117,"408928",SAN FERNANDO ST
217,1014938857,9324,"8483148",A-10906
218,1014938943,45075,"314973",LAKEVIEW DR
219,1014938964,7218,"412439",OAK KNOLL DR
220,1014938987,63029,"503994",RIVERSIDE DR
221,1014939008,20799,"403238",GARNETT AVE
222,1014939018,27245,"415933",COLONNADE BLVD
223,1014939045,86530,"423209",QUIET CRK
224,1014939046,33605,"307054",CROSSPOINT
225,1014939183,89468,"846063",UTSA BLVD
226,1014939212,74003,"403239",GARNETT AVE
227,1014939216,74410,"8477590",VALLEY HI DR
228,1014939311,63019,"307577",LONE VALLEY
229,1014939333,43550,"403731",ALDAMA
230,1014939423,40548,"421904",UTSA BLVD
231,1014939440,87889,"307525",BULVERDE RD
232,1014939447,44710,"423415",VISTA WEST DR
233,1014939466,39313,"416915",FLOYD CURL
234,1014939521,38439,"400973",BARLITE BLVD
235,1014939596,73885,"303066",N FOSTER RD
236,1014939706,87365,"429568",HAMILTON WOLFE
237,1014939807,77500,"414910",MORINO PARK
238,1014939809,30014,"313037",RANDOLPH BLVD
239,1014939822,15282,"414728",CEDAR PARK
240,1014939845,38439,"400973",BARLITE BLVD
241,1014940029,28778,"413188",ADRIAN DR
242,1014940063,58044,"403892",ROMERO
243,1014940097,41613,"419411",W ELSMERE PLACE
244,1014940268,13858,"845451",FLOYD CURL
245,1014940285,10717,"309393",CICERO AVE
246,1014940298,11661,"845469",PRUE RD
247,1014940319,73642,"821743",N SAN SABA
248,1014940765,23777,"503449",W ELMIRA ST
249,1014940791,75676,"503458",N SAN SABA
250,1014940855,48,"421731",OAK DR
251,1014940858,14914,"204926",HOLLYHOCK RD
252,1014940922,21084,"846553",MYSTIC SUNRISE DR
253,1014940924,63204,"423779",GROWDON RD
254,1014940933,23821,"409669",FIVE PALMS DR
255,1014941151,1290,"403696",MENEFEE BLVD
256,1014941237,237,"512950",WILDERNESS OAK
257,1014941479,62223,"846628",DOVER RDG
258,1014941485,83827,"416276",DE ZAVALA RD
259,1014941489,81410,"207811",MAINLAND
260,1014941562,2621,"406869",TOMAR DR
261,1014941618,74612,"847273",BULVERDE RD
262,1014941775,95435,"202539",W HOUSTON ST
263,1014941790,45476,"412704",W LIGUSTRUM
264,1014941944,73111,"432906",CABLE RANCH RD
265,1014941946,79689,"205990",OAKDELL WAY
266,1014941960,56145,"410297",WISEMAN BLVD
267,1014941967,83459,"413430",MAIDEN LN
268,1014942010,37906,"505817",GORMAN ST
269,1014942041,42588,"400235",S ZARZAMORA
270,1014942080,30927,"501618",ROLAND AVE
271,1014942119,40443,"844414",ASHBEL
272,1014942196,19424,"400624",KENDALIA AVE
273,1014942205,81421,"400607",W MAYFIELD
274,1014942219,87680,"847097",W HILDEBRAND AVE
275,1014942269,88149,"423556",WALLACE ST
276,1014942287,20817,"203024",N SAN DARIO
277,1014942327,68795,"422887",APPLE VALLEY DR
278,1014942397,68425,"308719",REVEILLE
279,1014942488,46863,"506010",BELTRAN
280,1014942515,79872,"306960",Oconnor Rd
281,1014942543,87452,"847236",VON ORMY RD
282,1014942548,91106,"423303",BRIGGS AVE
283,1014942550,88757,"8483399",A-11046
284,1014942561,76698,"311190",SAHARA
285,1014942740,66287,"419779",REIGH COUNT
286,1014942746,39313,"416915",FLOYD CURL
287,1014942763,21745,"419882",RIVER VISTA WEST
288,1014942790,39582,"406861",ZABRA DR
289,1014942792,78332,"504120",SAENZ
290,1014942799,92954,"420340",WILDERNESS WOOD
291,1014942800,60321,"310595",BUSHNELL
292,1014942817,32928,"417491",WILDERNESS HILL
293,1014942831,95380,"417371",WHISPER TRL
294,1014942964,17562,"423642",WESTEDGE DR
295,1014942993,58822,"413239",DALEHURST DR
296,1014943134,985,"502214",ASHLEY RD
297,1014943142,2650,"407428",N SAN JOAQUIN
298,1014943244,37725,"312425",TENORE
299,1014943246,20526,"312422",HEATHER BLF
300,1014943261,56112,"311489",SANDMAN
301,1014943269,56112,"311489",SANDMAN
302,1014943298,44000,"513163",TPC PKWY
303,1014943344,65883,"315358",E EVANS RD
304,1014943472,34605,"310081",PARKSTONE BLVD
305,1014943560,81885,"821521",HUEBNER RD
306,1014943665,42234,"509572",SHANE RD
307,1014943683,7170,"509840",EDDIE RD
308,1014943774,96194,"400603",W PYRON AVE
309,1014943778,39582,"406861",ZABRA DR
310,1014943812,5402,"430307",EWING HALSELL
311,1014943880,96636,"510154",VILLITA ST
312,1014943928,79270,"311539",ARION PKWY
313,1014944033,55401,"8486951",A-50071
314,1014944193,94746,"405057",N RICHTER ST
315,1014944244,55708,"430422",N COLORADO ST
316,1014944635,42531,"503644",BUNDY
317,1014944733,84271,"406430",CHURING DR
318,1014944858,80231,"505947",ARANSAS AVE
319,1014944875,45196,"846097",CABLE RANCH RD
320,1014944912,52449,"423698",HORAL DR
321,1014944924,30148,"406409",MARBACH RD
322,1014944929,52449,"423698",HORAL DR
323,1014944939,51656,"824115",W PETALUMA BLVD
324,1014944986,8908,"400684",S ZARZAMORA
325,1014945212,17519,"510175",N PRESA ST
326,1014945234,29982,"501874",CONGRESS
327,1014945240,22418,"309968",COLTON WELL
328,1014945242,51890,"508806",LAKEWOOD DR
329,1014945292,88523,"407874",SAN LUIS ST
330,1014945361,6125,"409109",APPERSON
331,1014945494,51155,"507413",BROADWAY
332,1014945541,91720,"305646",MOPAC
333,1014945547,4293,"418780",BRAD
334,1014945553,38690,"418736",BECKY RENEE
335,1014945560,82493,"203156",STONEGATE DR
336,1014945602,62280,"412658",FREEMAN DR
337,1014945826,35946,"501758",E AMBER
338,1014946004,17042,"307827",THOUSAND OAKS
339,1014946017,5654,"507130",W RISCHE
340,1014946135,67449,"400678",S ZARZAMORA
341,1014946136,1627,"309114",SHARON DR
342,1014946251,40584,"307778",STAHL RD
343,1014946301,39538,"432572",Firebaugh Dr
344,1014946303,86202,"203112",E EVANS RD
345,1014946444,34928,"207171",NORTHILL DR
346,1014946464,13099,"824002",LOMBRANO
347,1014946499,60458,"312851",KAEPA CT
348,1014946575,36584,"309285",TREELINE PARK
349,1014946691,81865,"311679",SAN PEDRO AVE
350,1014946824,23054,"508468",ALMA
351,1014947368,7975,"429885",CABLE RANCH RD
352,1014947394,51407,"411831",CRYSTAL BOW
353,1014947397,7975,"429885",CABLE RANCH RD
354,1014947407,7975,"429885",CABLE RANCH RD
355,1014947470,81410,"207811",MAINLAND
356,1014947544,95245,"207812",MAINLAND
357,1014947950,57170,"421705",TEJAS TRAIL WEST
358,1014948287,32031,"404588",BRISCOE ALLEY
359,1014948448,44392,"509168",GOLIAD RD
360,1014948513,81427,"405415",DINNER CRK
361,1014948741,3301,"313233",LULA MAE DR
362,1014948742,39994,"313263",LULA MAE DR
363,1014949226,7170,"509840",EDDIE RD
364,1014949270,3337,"207083",FRESNO
365,1014949276,89562,"505110",S PRESA ST
366,1014949427,46996,"847206",HARDY OAK BLVD
367,1014949428,14558,"512952",HARDY OAK BLVD
368,1014949434,30593,"847252",CLASSEN RD
369,1014949441,9019,"307923",BRYN MAWR DR
370,1014949463,51131,"308416",EISENHAUER RD
371,1014949648,53771,"422851",MOUNTAIN VALLEY
372,1014949782,75318,"432803",REDBUD WOODS
373,1014950489,81119,"401250",S ZARZAMORA
374,1014950535,51470,"306989",EL SENDERO
375,1014950545,28529,"312899",WEHMAN DR
376,1014950558,64192,"432363",TOMAS CIR
377,1014950729,87134,"308537",WOODWAY FOREST
378,1014950730,24098,"426357",COASTAL LN
379,1014950786,95476,"430340",AUBERRY DR
380,1014950789,94507,"403280",W MALLY BLVD
381,1014951003,81739,"305376",HITCHING POST
382,1014951143,44392,"509168",GOLIAD RD
383,1014951367,18370,"403598",DAHLGREEN AVE
384,1014951447,45476,"412704",W LIGUSTRUM
385,1014951518,52364,"411460",PIPE SPRING DR
386,1014951654,58909,"411954",PEACE PIPE DR
387,1014951657,74450,"422183",CAPITAL PORT DR
388,1014951766,30606,"310330",RITTIMAN RD
389,1014951790,6125,"409109",APPERSON
390,1014951804,70350,"307497",FANCY SADDLE
391,1014951927,47829,"313150",RITTIMAN RD
392,1014952099,75119,"206929",KAMPMANN BLVD
393,1014952186,18935,"426818",MIDWAY DEPOT
394,1014952254,58358,"207109",ST CLOUD
395,1014952297,28017,"405410",CLOVER CRK
396,1014952334,15595,"506470",E SOUTHCROSS BLVD
397,1014952420,8225,"418622",GLENCOE
398,1014952713,69388,"503869",WEBSTER
399,1014952828,70542,"412678",PIPER DR
400,1014952845,7389,"845080",VIA BELCARA
401,1014952849,88979,"305650",WETMORE RD
402,1014952916,88757,"8483399",A-11046
403,1014952991,11728,"510181",BOWIE ST
404,1014953015,60403,"510182",BOWIE ST
405,1014953057,39241,"309061",SHADYWOOD LN
406,1014953080,7170,"509840",EDDIE RD
407,1014953084,48581,"418213",NEER AVE
408,1014953092,34760,"422454",SHARPSBURG
409,1014953188,17691,"311414",EMBASSY OAKS
410,1014953485,28529,"312899",WEHMAN DR
411,1014953628,24104,"8487123",A-50077
412,1014953858,85481,"410156",RIM ROCK TRL
413,1014953859,79452,"410158",RIM ROCK TRL
414,1014953872,39210,"407734",S CALAVERAS
415,1014953875,45736,"409736",PORT VICTORIA
416,1014953876,89288,"403470",W PETALUMA BLVD
417,1014954063,94746,"405057",N RICHTER ST
418,1014954201,10987,"407434",ALLSUP
419,1014954422,82651,"407056",W MILITARY DR
420,1014954475,4511,"844649",LAKESIDE PKWY
421,1014954497,7360,"423037",WHITEWOOD DR
422,1014954500,29189,"406057",W HART AVE
423,1014954505,81657,"504544",MORRILL AVE
424,1014954511,93211,"207408",W CHERYL DR
425,1014954523,80151,"401350",ROYSTON AVE
426,1014954539,86681,"401380",HUMBLE AVE
427,1014954650,63825,"310524",W MANDALAY DR
428,1014954693,90306,"846684",MARBACH RD
429,1014954718,71975,"413658",TESLA DR
430,1014954975,55427,"502140",W HEIN
431,1014954978,12821,"312837",STONESHIRE
432,1014954996,85629,"416538",ROWLEY RD
433,1014955176,19235,"402244",FISCHER RD
434,1014955203,43050,"419381",W HOLLYWOOD AVE
435,1014955237,42000,"418282",WEIZMANN
436,1014955240,92814,"405806",KELLER ST
437,1014955282,81410,"207811",MAINLAND
438,1014955292,40592,"821678",TEZEL RD
439,1014955335,64539,"508078",ARTHUR ST
440,1014955437,13128,"419405",NEER AVE
441,1014955441,43050,"419381",W HOLLYWOOD AVE
442,1014955528,67843,"209289",W WOODLAWN
443,1014955561,87860,"419610",CAPITOL
444,1014955985,60536,"409216",SAN PATRICIO
445,1014956180,94822,"413734",BRAUN RD
446,1014956231,3643,"408268",S MEDINA
447,1014956250,94626,"412376",HILLCREST DR
448,1014956307,18935,"426818",MIDWAY DEPOT
449,1014956353,74824,"506295",HICKS AVE
450,1014956415,11852,"510011",BONHAM
451,1014956429,77456,"313241",CORNER PKWY
452,1014956625,53490,"824937",SUMMER FEST DR
453,1014956635,94746,"405057",N RICHTER ST
454,1014956659,75133,"429770",LA CANTERA PKWY
455,1014956781,42075,"310517",EISENHAUER RD
456,1014956799,86202,"203112",E EVANS RD
457,1014956867,43245,"311103",W RECTOR
458,1014957022,59052,"412513",INGRAM RD
459,1014957026,13866,"413463",GLOBE AVE
460,1014957028,92444,"413462",GLOBE AVE
461,1014957042,70105,"412741",OVERHILL
462,1014957163,48858,"510030",E PECAN ST
463,1014957276,88172,"510110",E HOUSTON ST
464,1014957289,50692,"311063",E RECTOR
465,1014957301,89281,"312180",KNIGHTS CROSS DR
466,1014957302,16591,"312855",MACRO
467,1014957314,96485,"311330",COUNTRY PATH
468,1014957376,95778,"8480440",MORSE WAY
469,1014957659,89016,"507833",W MARTIN ST
470,1014957721,64958,"310477",CASTLE CROSS
471,1014957790,96636,"510154",VILLITA ST
472,1014957929,58145,"821731",W MARTIN ST
473,1014957996,21793,"416963",LOCKHILL-SELMA RD
474,1014958079,62881,"428422",Tay Dr
475,1014958178,3779,"311693",JACKSON-KELLER RD
476,1014958279,34540,"423621",DAHLGREEN AVE
477,1014958289,30988,"403704",CARNATION
478,1014958394,35823,"407974",SAN FERNANDO ST
479,1014958412,55658,"413657",TESLA DR
480,1014958431,55416,"428307",INGRAM RD
481,1014958474,81865,"311679",SAN PEDRO AVE
482,1014958567,95778,"8480440",MORSE WAY
483,1014958570,47400,"411625",HIDDEN CRK
484,1014958573,47400,"411625",HIDDEN CRK
485,1014958598,43104,"417069",DOROTHY LOUISE DR
486,1014958678,29754,"409977",S ROSILLO
487,1014958742,4640,"849311",PALO ALTO RD
488,1014958754,72182,"414501",CORALSTONE DR
489,1014958993,8853,"311550",W COKER LOOP
490,1014958997,81739,"305376",HITCHING POST
491,1014959013,71318,"405409",CLOVER CRK
492,1014959015,30557,"502181",SAIPAN PLACE
493,1014959023,28932,"205500",BLANCO RD
494,1014959046,74544,"824114",W HUTCHINS PLACE
495,1014959107,58145,"821731",W MARTIN ST
496,1014959182,22458,"210062",GALM RD
497,1014959234,78102,"423390",GOLD HILL DR
498,1014959237,53852,"419076",ALAMETOS ST
499,1014959298,8043,"411627",HIDDEN CRK
500,1014959338,87573,"402112",COMMERCIAL AVE
501,1014959390,66552,"845444",FLOYD CURL
502,1014959409,87365,"429568",HAMILTON WOLFE
503,1014959417,13858,"845451",FLOYD CURL
504,1014959518,15714,"313277",DIETRICH RD
505,1014959549,81715,"407117",SPRINGVALE DR
506,1014959615,59989,"849452",SUMMER KNOLL
507,1014959722,44925,"422790",ELM VALLEY DR
508,1014959765,48,"421731",OAK DR
509,1014959770,14191,"418683",WARNER AVE
510,1014959784,48,"421731",OAK DR
511,1014959885,17157,"418854",SACRAMENTO
512,1014959999,45350,"421742",MILSA DR
513,1014960017,1772,"313112",CASTLE QUEEN
514,1014960043,49211,"314157",BINZ-ENGLEMAN RD
515,1014960058,68166,"409075",BARCLAY ST
516,1014960153,68855,"508603",STONELEIGH DR
517,1014960171,62690,"203120",CINCINNATI AVE
518,1014960186,54584,"310334",COMMERCE PKWY
519,1014960259,7218,"412439",OAK KNOLL DR
520,1014960295,24062,"8476939",CANYON MEADOW
521,1014960357,58132,"520491",LUSKEY BLVD
522,1014960399,25449,"312647",E JOSEPHINE ST
523,1014960423,54584,"310334",COMMERCE PKWY
524,1014960430,31692,"509948",N SANTA ROSA
525,1014960431,64313,"409327",S PICOSO
526,1014960438,27352,"305351",LINDENWOOD DR
527,1014960463,10664,"510193",ELM ST
528,1014960512,91867,"845531",CANADIAN PARKE
529,1014960521,57171,"311049",HALLMARK
530,1014960623,46190,"310346",FRATT RD
531,1014960633,19761,"312849",SERVICE CENTER DR
532,1014960639,21254,"8476519",HIGH BRANCH
533,1014960642,22458,"210062",GALM RD
534,1014960692,86202,"203112",E EVANS RD
535,1014960730,22458,"210062",GALM RD
536,1014960736,39124,"846833",FORDS LANDING
537,1014960754,7942,"407294",W COMMERCE ST
538,1014960902,53285,"413220",MACKEY
539,1014960926,29029,"504563",CANDY PLACE
540,1014960929,38314,"509148",PECAN VALLEY DR
541,1014960930,46022,"419019",CAPITOL
542,1014960939,65848,"419504",W HOLLYWOOD AVE
543,1014960952,12936,"425373",CIELO VISTA DR
544,1014961078,55324,"411915",CLEARBROOK
545,1014961139,48858,"510030",E PECAN ST
546,1014961194,12936,"425373",CIELO VISTA DR
547,1014961263,40617,"403047",ESCALON AVE
548,1014961287,73885,"303066",N FOSTER RD
549,1014961411,57324,"418377",WESTMORELAND
550,1014961423,20785,"845029",A-10075
551,1014961479,56280,"409366",CERALVO ST
552,1014961532,74527,"412631",ZACHRY DR
553,1014961578,75129,"400091",S ZARZAMORA
554,1014961682,11843,"514002",E EVANS RD
555,1014961732,47931,"414236",GREENS PT
556,1014961784,42988,"411598",BROOKPORT
557,1014961945,80195,"401381",HUMBLE AVE
558,1014961997,15595,"506470",E SOUTHCROSS BLVD
559,1014962109,45844,"406667",MARBACH RD
560,1014962162,9140,"407019",WESTFIELD DR
561,1014962226,66323,"402156",BRUNSWICK BLVD
562,1014962254,55363,"510969",DONOP RD
563,1014962295,48858,"510030",E PECAN ST
564,1014962368,94045,"318313",Dancing Ct
565,1014962377,24574,"318316",Caribou Crk
566,1014962382,94045,"318313",Dancing Ct
567,1014962540,5743,"310474",MIDCROWN DR E
568,1014962641,55169,"510655",VILLA ROJA
569,1014962682,18928,"312829",RITTIMAN RD
570,1014962883,7048,"305655",HILLVIEW DR
571,1014962950,67266,"422912",BIRCH VALLEY DR
572,1014963094,34592,"405571",ELLIOT
573,1014963181,17933,"422949",FIVE PALMS DR
574,1014963185,8625,"422948",FIVE PALMS DR
575,1014963199,36471,"205568",JACKSON-KELLER RD
576,1014963214,76050,"205566",JACKSON-KELLER RD
577,1014963272,65373,"403414",PLEASANTON RD
578,1014963295,3329,"505215",LONE STAR BLVD
579,1014963296,62473,"432531",CAMP BULLIS RD
580,1014963383,63204,"423779",GROWDON RD
581,1014963408,64027,"422969",WAYFARER PLACE
582,1014963557,45956,"306749",SPRING VALLEY
583,1014963647,47829,"313150",RITTIMAN RD
584,1014963676,6985,"412559",ALDERTON
585,1014963848,71771,"8481091",S BLUE WING RD
586,1014963883,22169,"418853",SACRAMENTO
587,1014964005,48672,"415806",FAIRHAVEN ST
588,1014964081,42735,"403070",LOGWOOD AVE
589,1014964111,28877,"414729",CEDAR PARK
590,1014964120,15282,"414728",CEDAR PARK
591,1014964170,72833,"400319",REFORMA DR
592,1014964183,65666,"415807",FAIRHAVEN ST
593,1014964263,21204,"430239",Champions Gate
594,1014964284,27687,"403591",DAHLGREEN AVE
595,1014964310,18010,"406333",RASA DR
596,1014964413,77584,"423726",SOLAR DR
597,1014964598,13073,"309352",ASHLAND DR
598,1014964626,78740,"422182",TRADESMAN DR
