"ProjectCategory","SMPProjectID","CouncilDistrict","ProjectStreet","StreetFrom","StreetTo","ProjectLimits","FiscalYear","Application","Type_","Force","WeightedPCI","PBaseFail","FieldBasePave","PFlatWork","EstTotalCost","ProjectStatus","ScheduleStart","ScheduleFinish","ActualStart","ActualFinish","ProjectManager","Contact","Shape_Length","Sealant_App","PCI_Factor","ActStart","ActFinish","ActDuration","START","Oday","Odate","Omonth","Ohour","Oyear","Otime"
"IMP","533","6","LAKESIDE PKWY","SW LOOP 410 ACCESS RD","INGRAM RD","LAKESIDE PKWY From SW LOOP 410 ACCESS RD To INGRAM RD",2019,"Modified Mill & Overlay - Contract","Rehabilitation","Contract",55,NA,NA,NA,1044542.72,"IMP",NA,NA,2019-07-10,2019-07-16,NA,NA,10664.1860048218,"Mill & Overlay","D (41-60)",2019-07-10,2019-07-16,6,2019-07-10,"Wednesday",10,"July",0,"2019","Morning"
"IMP","537","5","SAN FERNANDO ST","S GENERAL MCMULLEN","SW 26TH ST","SAN FERNANDO ST From S GENERAL MCMULLEN To SW 26TH ST",2020,"Mill & Overlay - Inhouse","Rehabilitation","City",67,NA,5,0,143467.98,"Verified",NA,NA,2020-08-18,2020-08-27,NA,NA,2867.83036473486,"Mill & Overlay","C (61-70)",2020-08-18,2020-08-27,9,2020-08-18,"Tuesday",18,"August",0,"2020","Morning"
"IMP","538","2","Pershing Ave","N New Braunfels Ave","Old Austin Rd","Pershing Ave From N New Braunfels Ave To Old Austin Rd",2021,"Reconstruction - Contract","Rehabilitation","Contract",28,NA,0,60,644365.43,"Locked",NA,NA,2021-01-26,2021-04-13,NA,NA,2085.54739297054,"Reconstruction","F (0-40)",2021-01-26,2021-04-13,77,2021-01-26,"Tuesday",26,"January",0,"2021","Morning"
"IMP","541","2","POINSETTIA","N WALTERS ST","N MEL WAITERS WAY","POINSETTIA From N WALTERS ST To N MEL WAITERS WAY",2019,"Mill & Overlay - Contract","Rehabilitation","Contract",40,NA,40,0,150481,"Pending",NA,NA,2020-09-09,2020-09-14,NA,NA,1537.53696249998,"Mill & Overlay","F (0-40)",2020-09-09,2020-09-14,5,2020-09-09,"Wednesday",9,"September",0,"2020","Morning"
"IMP","543","6","MEADOW BREEZE DR","SW LOOP 410 ACCESS RD","CANYON RDG","MEADOW BREEZE DR From SW LOOP 410 ACCESS RD To CANYON RDG",2019,"Mill & Overlay - Contract","Rehabilitation","Contract",48,NA,NA,NA,316801.43,"New 410",NA,NA,2018-12-12,2019-01-22,NA,NA,3535.92011963546,"Mill & Overlay","D (41-60)",2018-12-12,2019-01-22,41,2018-12-12,"Wednesday",12,"December",0,"2018","Morning"
"IMP","544","8","THE DRAG","UTSA BLVD","ROADRUNNER WAY","THE DRAG From UTSA BLVD To ROADRUNNER WAY",2019,"Mill & Overlay - Inhouse","Rehabilitation","City",70,NA,NA,NA,40641.84,"IMP",NA,NA,2019-03-11,2019-03-13,NA,NA,869.697273183409,"Mill & Overlay","C (61-70)",2019-03-11,2019-03-13,2,2019-03-11,"Monday",11,"March",0,"2019","Morning"
"IMP","545","2","ROSEMARYS FARM","JACKIES FARM","JOES FARM","ROSEMARYS FARM From JACKIES FARM To JOES FARM",2019,"Mill & Overlay - Inhouse","Rehabilitation","City",64,NA,NA,NA,28192.37,"IMP",NA,NA,2019-07-02,2019-07-10,NA,NA,571.283014083171,"Mill & Overlay","C (61-70)",2019-07-02,2019-07-10,8,2019-07-02,"Tuesday",2,"July",0,"2019","Morning"
"IMP","546","6","MEADOW GLEN DR","SW LOOP 410 ACCESS RD","MEADOW WAY DR","MEADOW GLEN DR From SW LOOP 410 ACCESS RD To MEADOW WAY DR",2019,"Mill & Overlay - Inhouse","Rehabilitation","City",32,NA,NA,NA,93658.66,"IMP",NA,NA,2019-08-24,2019-09-03,NA,NA,1801.58761792875,"Mill & Overlay","F (0-40)",2019-08-24,2019-09-03,10,2019-08-24,"Saturday",24,"August",0,"2019","Morning"
"IMP","548","2","SHERMAN ST","N NEW BRAUNFELS AVE","EDGAR DR","SHERMAN ST From N NEW BRAUNFELS AVE To EDGAR DR",2019,"Mill & Overlay - Contract","Rehabilitation","Contract",53,NA,NA,NA,219677.1,"IMP",NA,NA,2019-05-24,2019-06-10,NA,NA,2828.91209630899,"Mill & Overlay","D (41-60)",2019-05-24,2019-06-10,17,2019-05-24,"Friday",24,"May",0,"2019","Morning"
"IMP","549","6","MEADOW PATH","SW LOOP 410 ACCESS RD","MEADOW WAY DR","MEADOW PATH From SW LOOP 410 ACCESS RD To MEADOW WAY DR",2019,"Mill & Overlay - Contract","Rehabilitation","Contract",35,NA,NA,NA,162917.45,"New 410",NA,NA,2018-12-12,2019-01-17,NA,NA,1653.38424148154,"Mill & Overlay","F (0-40)",2018-12-12,2019-01-17,36,2018-12-12,"Wednesday",12,"December",0,"2018","Morning"
"IMP","550","6","MEADOW BEND","SW LOOP 410 ACCESS RD","MEADOW WAY DR","MEADOW BEND From SW LOOP 410 ACCESS RD To MEADOW WAY DR",2019,"Mill & Overlay - Contract","Rehabilitation","Contract",35,NA,NA,NA,137869.37,"New 410",NA,NA,2018-12-12,2019-01-18,NA,NA,1578.44145712404,"Mill & Overlay","F (0-40)",2018-12-12,2019-01-18,37,2018-12-12,"Wednesday",12,"December",0,"2018","Morning"
"IMP","551","2","SUN BAY","SUN CANYON DR","SUNSHINE PARK","SUN BAY From SUN CANYON DR To SUNSHINE PARK",2019,"Mill & Overlay - Inhouse","Rehabilitation","City",72,NA,NA,NA,45450.9,"IMP",NA,NA,2019-04-01,2019-05-14,NA,NA,913.728203252572,"Mill & Overlay","B (71-85)",2019-04-01,2019-05-14,43,2019-04-01,"Monday",1,"April",0,"2019","Morning"
"IMP","552","2","SUN FARM","SUN CANYON DR","SUNSHINE PARK","SUN FARM From SUN CANYON DR To SUNSHINE PARK",2019,"Mill & Overlay - Inhouse","Rehabilitation","City",76,NA,NA,NA,44684.1,"IMP",NA,NA,2019-05-16,2019-05-16,NA,NA,897.332057313965,"Mill & Overlay","B (71-85)",2019-05-16,2019-05-16,0,2019-05-16,"Thursday",16,"May",0,"2019","Morning"
"IMP","555","2","SUNSHINE PARK","SUN FARM","SUN FARM","SUNSHINE PARK From SUN FARM To SUN FARM",2019,"Mill & Overlay - Inhouse","Rehabilitation","City",74,NA,NA,NA,16349.62,"IMP",NA,NA,2019-04-10,2019-05-15,NA,NA,293.527325030359,"Mill & Overlay","B (71-85)",2019-04-10,2019-05-15,35,2019-04-10,"Wednesday",10,"April",0,"2019","Morning"
"IMP","556","5","GRIGGS AVE","FIG","DEAD END","GRIGGS AVE From FIG To DEAD END",2019,"Reconstruction - 60","Rehabilitation","Contract",32,NA,NA,NA,290565.61,"IMP",NA,NA,2020-02-08,2020-07-23,NA,NA,810.471818565365,"Reconstruction","F (0-40)",2020-02-08,2020-07-23,166,2020-02-08,"Saturday",8,"February",0,"2020","Morning"
"IMP","557","6","Wood Knoll","Wood Place","Wood Wind","Wood Knoll From Wood Place To Wood Wind",2021,"Mill & Overlay - Contract","Rehabilitation","Contract",82,NA,10,5,36479.45,"COVID-19",NA,NA,2021-01-25,2021-01-26,NA,NA,591.070804761426,"Mill & Overlay","B (71-85)",2021-01-25,2021-01-26,1,2021-01-25,"Monday",25,"January",0,"2021","Morning"
"IMP","560","2","UECKER RD","SEMLINGER RD","SE LOOP 410 ACCESS RD","UECKER RD From SEMLINGER RD To SE LOOP 410 ACCESS RD",2020,"Mill & Overlay - Contract Local","Rehabilitation","Contract",39,NA,40,5,39647.56,"Verified",NA,NA,2020-06-03,2020-06-10,NA,NA,520.044800965343,"Mill & Overlay","F (0-40)",2020-06-03,2020-06-10,7,2020-06-03,"Wednesday",3,"June",0,"2020","Morning"
"IMP","561","5","MOCKERT ST","FURNISH","KLEIN","MOCKERT ST From FURNISH To KLEIN",2020,"Mill & Overlay - Inhouse","Rehabilitation","City",66,NA,0,0,48791.01,"Verified",NA,NA,2020-02-06,2020-03-18,NA,NA,910.284015365069,"Mill & Overlay","C (61-70)",2020-02-06,2020-03-18,41,2020-02-06,"Thursday",6,"February",0,"2020","Morning"
"IMP","566","2","CUNNINGHAM AVE","HAYWOOD AVE","HAYWOOD AVE","CUNNINGHAM AVE From HAYWOOD AVE To HAYWOOD AVE",2019,"Mill & Overlay - Contract","Rehabilitation","Contract",22,NA,NA,NA,169533.56,"IMP",NA,NA,2019-05-15,2019-06-04,NA,NA,1530.856201977,"Mill & Overlay","F (0-40)",2019-05-15,2019-06-04,20,2019-05-15,"Wednesday",15,"May",0,"2019","Morning"
"IMP","567","4","Westpond Dr","Flint Valley","Sw Loop 410 Access Rd","Westpond Dr From Flint Valley To Sw Loop 410 Access Rd",2022,"Mill & Overlay","Rehabilitation","City",14,NA,10,0,72790.64,"Verified",NA,NA,2022-07-05,2022-07-08,NA,NA,994.773190544939,"Mill & Overlay","F (0-40)",2022-07-05,2022-07-08,3,2022-07-05,"Tuesday",5,"July",0,"2022","Morning"
"IMP","568","5","FAIRMONT","S FLORES ST","RIPFORD ST","FAIRMONT From S FLORES ST To RIPFORD ST",2020,"Mill & Overlay - Inhouse","Rehabilitation","City",69,NA,0,0,69303.73,"Verified",NA,NA,2020-01-07,2020-01-12,NA,NA,1292.9785691048,"Mill & Overlay","C (61-70)",2020-01-07,2020-01-12,5,2020-01-07,"Tuesday",7,"January",0,"2020","Morning"
"IMP","569","2","GREATLAND DR","INDUSTRY PARK DR","CUL-DE-SAC","GREATLAND DR From INDUSTRY PARK DR To CUL-DE-SAC",2019,"Modified Mill & Overlay - Contract","Rehabilitation","Contract",2,NA,NA,NA,185427.69,"IMP",NA,NA,2019-01-22,2019-02-12,NA,NA,1305.46344749439,"Mill & Overlay","F (0-40)",2019-01-22,2019-02-12,21,2019-01-22,"Tuesday",22,"January",0,"2019","Morning"
"IMP","571","5","W FRANCISCAN","BURBANK LOOP","S FLORES ST","W FRANCISCAN From BURBANK LOOP To S FLORES ST",2020,"Mill & Overlay - Inhouse","Rehabilitation","City",81,NA,0,0,23413.48,"Verified",NA,NA,2020-01-09,2020-01-13,NA,NA,468.024061808303,"Mill & Overlay","B (71-85)",2020-01-09,2020-01-13,4,2020-01-09,"Thursday",9,"January",0,"2020","Morning"
"IMP","573","2","KENMAR","UPLAND DR","E HOUSTON ST","KENMAR From UPLAND DR To E HOUSTON ST",2019,"Mill & Overlay - Inhouse","Rehabilitation","City",73,NA,NA,NA,163651.7,"IMP",NA,NA,2019-07-27,2019-08-08,NA,NA,3352.70734412021,"Mill & Overlay","B (71-85)",2019-07-27,2019-08-08,12,2019-07-27,"Saturday",27,"July",0,"2019","Morning"
"IMP","575","5","RIPFORD ST","BURBANK LOOP","S FLORES ST","RIPFORD ST From BURBANK LOOP To S FLORES ST",2019,"Mill & Overlay - Inhouse","Rehabilitation","City",58,NA,NA,NA,52174.3,"IMP",NA,NA,2019-02-01,2019-02-15,NA,NA,1080.80841370746,"Mill & Overlay","D (41-60)",2019-02-01,2019-02-15,14,2019-02-01,"Friday",1,"February",0,"2019","Morning"
"IMP","576","2","Mason St","Willow St","Pierce","Mason St From Willow St To Pierce",2021,"Mill & Overlay - Contract","Rehabilitation","Contract",82,NA,35,5,110079.27,"Locked",NA,NA,2021-10-15,2021-11-05,NA,NA,1372.32835196592,"Mill & Overlay","B (71-85)",2021-10-15,2021-11-05,21,2021-10-15,"Friday",15,"October",0,"2021","Morning"
"IMP","584","2","MIDCROWN DR E","EISENHAUER RD _ MIDCROWN DR","Woodlake Pkwy","MIDCROWN DR E From EISENHAUER RD _ MIDCROWN DR To Woodlake Pkwy",2019,"Modified Mill & Overlay - Contract","Rehabilitation","Contract",33,NA,NA,NA,1498691.48,"Council Request",NA,NA,2019-07-31,2019-08-22,NA,NA,9252.75285173278,"Mill & Overlay","F (0-40)",2019-07-31,2019-08-22,22,2019-07-31,"Wednesday",31,"July",0,"2019","Morning"
"IMP","588","6","VALENCIA","ELDRIDGE AVE","AKRON","VALENCIA From ELDRIDGE AVE To AKRON",2019,"Mill & Overlay - Inhouse","Rehabilitation","City",33,NA,NA,NA,41563.86,"IMP",NA,NA,2019-04-03,2019-04-05,NA,NA,799.512573702588,"Mill & Overlay","F (0-40)",2019-04-03,2019-04-05,2,2019-04-03,"Wednesday",3,"April",0,"2019","Morning"
"IMP","589","6","Dahlgreen Ave","Eldridge Ave","Akron","Dahlgreen Ave From Eldridge Ave To Akron",2021,"Mill & Overlay - City","Rehabilitation","City",48,NA,30,10,43400,"Verified",NA,NA,2021-05-04,2021-05-11,NA,NA,804.066641750014,"Mill & Overlay","D (41-60)",2021-05-04,2021-05-11,7,2021-05-04,"Tuesday",4,"May",0,"2021","Morning"
"IMP","591","8","BLUFFDALE","FAIRHAVEN ST","BLUFFCREEK DR","BLUFFDALE From FAIRHAVEN ST To BLUFFCREEK DR",2019,"Mill & Overlay - Contract","Rehabilitation","Contract",60,NA,NA,NA,99473.03,"IMP",NA,NA,2019-08-12,2019-08-20,NA,NA,886.592539605519,"Mill & Overlay","D (41-60)",2019-08-12,2019-08-20,8,2019-08-12,"Monday",12,"August",0,"2019","Morning"
"IMP","595","6","Sw 34th St","Lance St","Eldridge Ave","Sw 34th St From Lance St To Eldridge Ave",2021,"Mill & Overlay - City","Rehabilitation","City",49,NA,30,5,57866.67,"Verified",NA,NA,2021-05-28,2021-06-09,NA,NA,807.442104805242,"Mill & Overlay","D (41-60)",2021-05-28,2021-06-09,12,2021-05-28,"Friday",28,"May",0,"2021","Morning"
"IMP","596","5","W LUBBOCK ST","MAUERMAN ST","NOGALITOS ST","W LUBBOCK ST From MAUERMAN ST To NOGALITOS ST",2020,"Mill & Overlay - Inhouse","Rehabilitation","City",53,NA,10,0,18610.63,"Verified",NA,NA,2020-01-23,2020-01-29,NA,NA,520.822216008379,"Mill & Overlay","D (41-60)",2020-01-23,2020-01-29,6,2020-01-23,"Thursday",23,"January",0,"2020","Morning"
"IMP","599","2","N MITTMAN ST","E HOUSTON ST","MONTANA","N MITTMAN ST From E HOUSTON ST To MONTANA",2019,"Mill & Overlay - Contract","Rehabilitation","Contract",10,NA,NA,NA,218687.17,"IMP",NA,NA,2019-05-28,2019-06-20,NA,NA,2384.02912136508,"Mill & Overlay","F (0-40)",2019-05-28,2019-06-20,23,2019-05-28,"Tuesday",28,"May",0,"2019","Morning"
"IMP","600","5","MATTHEWS AVE","EL PASO ST","SW 26TH ST","MATTHEWS AVE From EL PASO ST To SW 26TH ST",2020,"Mill & Overlay - Inhouse","Rehabilitation","City",61,NA,0,0,140434.61,"Verified",NA,NA,2020-07-14,2020-07-22,NA,NA,2760.84420548724,"Mill & Overlay","C (61-70)",2020-07-14,2020-07-22,8,2020-07-14,"Tuesday",14,"July",0,"2020","Morning"
"IMP","606","4","Palomino","Gallop","Cul-de-sac","Palomino From Gallop To Cul-de-sac",2023,"Mill & Overlay","Rehabilitation","City",55,NA,5,0,26259.33,"Verified by CoSA",NA,NA,2023-06-08,2023-06-09,NA,NA,308.003692734212,"Mill & Overlay","D (41-60)",2023-06-08,2023-06-09,1,2023-06-08,"Thursday",8,"June",0,"2023","Morning"
"IMP","607","6","TIMBER TRACE","SILENT SUNRISE","MISTY PARK _ MISTY WAY","TIMBER TRACE From SILENT SUNRISE To MISTY PARK _ MISTY WAY",2019,"Mill & Overlay - Contract","Rehabilitation","Contract",30,NA,NA,NA,880570.8,"IMP",NA,NA,2019-08-12,2019-08-28,NA,NA,7237.70383669437,"Mill & Overlay","F (0-40)",2019-08-12,2019-08-28,16,2019-08-12,"Monday",12,"August",0,"2019","Morning"
"IMP","608","8","BABCOCK RD","N LOOP 1604 W","WILD EAGLE RD","BABCOCK RD From N LOOP 1604 W To WILD EAGLE RD",2019,"Mill & Overlay - Contract","Rehabilitation","Contract",43,NA,NA,NA,131238.34,"IMP",NA,NA,2019-01-24,2019-02-11,NA,NA,1842.88965981464,"Mill & Overlay","D (41-60)",2019-01-24,2019-02-11,18,2019-01-24,"Thursday",24,"January",0,"2019","Morning"
"IMP","609","5","El Paso St","S Sabinas","S Salado St","El Paso St From S Sabinas To S Salado St",2022,"Mill & Overlay","Rehabilitation","Contract",39,NA,67,5,542303.93,"Verified",NA,NA,2022-02-09,2022-02-21,NA,NA,4411.33530456431,"Mill & Overlay","F (0-40)",2022-02-09,2022-02-21,12,2022-02-09,"Wednesday",9,"February",0,"2022","Morning"
"IMP","612","5","SALDANA ST","IH 35 S ACCESS RD","EDWARDS","SALDANA ST From IH 35 S ACCESS RD To EDWARDS",2020,"Mill & Overlay - Inhouse","Rehabilitation","City",59,NA,5,0,17495.61,"Verified",NA,NA,2020-02-27,2020-02-28,NA,NA,312.247280851796,"Mill & Overlay","D (41-60)",2020-02-27,2020-02-28,1,2020-02-27,"Thursday",27,"February",0,"2020","Morning"
"IMP","613","2","NEW SULPHUR SPGS","Jasper Hollow","PVT RD AT 6714 NEW SULPHUR SPGS","NEW SULPHUR SPGS From Jasper Hollow To PVT RD AT 6714 NEW SULPHUR SPGS",2019,"Mill & Overlay - Contract","Rehabilitation","Contract",12,NA,NA,NA,647327.53,"IMP",NA,NA,2019-06-28,2019-07-13,NA,NA,4089.32393382308,"Mill & Overlay","F (0-40)",2019-06-28,2019-07-13,15,2019-06-28,"Friday",28,"June",0,"2019","Morning"
"IMP","615","8","STABLE SQUARE DR","STABLE TRAIL DR","CUL-DE-SAC","STABLE SQUARE DR From STABLE TRAIL DR To CUL-DE-SAC",2019,"Mill & Overlay - Contract","Rehabilitation","Contract",68,NA,NA,NA,62888.04,"IMP",NA,NA,2019-01-15,2019-01-23,NA,NA,757.858759709908,"Mill & Overlay","C (61-70)",2019-01-15,2019-01-23,8,2019-01-15,"Tuesday",15,"January",0,"2019","Morning"
"IMP","616","5","S PARK BLVD","S BRAZOS ST","NOGALITOS ST","S PARK BLVD From S BRAZOS ST To NOGALITOS ST",2019,"Reclamation - 20","Rehabilitation","Contract",37,NA,NA,NA,151156.42,"Council Request",NA,NA,2019-09-17,2019-09-19,NA,NA,1030.11521316043,"Reclamation","F (0-40)",2019-09-17,2019-09-19,2,2019-09-17,"Tuesday",17,"September",0,"2019","Morning"
"IMP","618","4","Mai Kai Dr","Greencastle Dr","Merry Oaks Dr","Mai Kai Dr From Greencastle Dr To Merry Oaks Dr",2023,"Mill & Overlay","Rehabilitation","City",68,NA,0,0,45637.24,"Verified",NA,NA,2023-05-22,2023-05-30,NA,NA,708.438359167098,"Mill & Overlay","C (61-70)",2023-05-22,2023-05-30,8,2023-05-22,"Monday",22,"May",0,"2023","Morning"
"IMP","620","8","STABLE RIDGE DR","STABLE BRIAR","CUL-DE-SAC","STABLE RIDGE DR From STABLE BRIAR To CUL-DE-SAC",2019,"Mill & Overlay - Contract","Rehabilitation","Contract",46,NA,NA,NA,76205.13,"IMP",NA,NA,2019-01-16,2019-01-19,NA,NA,765.363608234463,"Mill & Overlay","D (41-60)",2019-01-16,2019-01-19,3,2019-01-16,"Wednesday",16,"January",0,"2019","Morning"
"IMP","623","1","HOWARD ST","W CYPRESS","W ELMIRA ST","HOWARD ST From W CYPRESS To W ELMIRA ST",2020,"Modified Mill & Overlay - Contract Local","Rehabilitation","Contract",11,NA,80,10,225869.58,"Verified",NA,NA,2020-06-24,2020-07-13,NA,NA,1679.82272154578,"Mill & Overlay","F (0-40)",2020-06-24,2020-07-13,19,2020-06-24,"Wednesday",24,"June",0,"2020","Morning"
"IMP","632","1","Coronet","Contessa Dr","Duchess","Coronet From Contessa Dr To Duchess",2022,"Mill & Overlay","Rehabilitation","City",66,NA,60,0,50775.95,"Verified",NA,NA,2022-05-01,2022-05-10,NA,NA,1092.46122208305,"Mill & Overlay","C (61-70)",2022-05-01,2022-05-10,9,2022-05-01,"Sunday",1,"May",0,"2022","Morning"
"IMP","646","1","E COURTLAND PLACE","N MAIN AVE","KENDALL ST","E COURTLAND PLACE From N MAIN AVE To KENDALL ST",2020,"Mill & Overlay - Contract Local","Rehabilitation","Contract",55,NA,40,5,194332.64,"Verified",NA,NA,2020-06-29,2020-07-14,NA,NA,2046.66043835867,"Mill & Overlay","D (41-60)",2020-06-29,2020-07-14,15,2020-06-29,"Monday",29,"June",0,"2020","Morning"
"IMP","647","7","W Kings Hwy","St Cloud","Kampmann Blvd","W Kings Hwy From St Cloud To Kampmann Blvd",2021,"Mill & Overlay - Contract","Rehabilitation","Contract",49,NA,35,75,656009.65,"Verified",NA,NA,2021-03-15,2021-03-22,NA,NA,3987.25150448541,"Mill & Overlay","D (41-60)",2021-03-15,2021-03-22,7,2021-03-15,"Monday",15,"March",0,"2021","Morning"
"IMP","650","5","EDWARDS","DEAD END","W THEO AVE","EDWARDS From DEAD END To W THEO AVE",2020,"Mill & Overlay - Inhouse","Rehabilitation","City",61,NA,20,0,120916.23,"Verified",NA,NA,2020-03-05,2020-03-11,NA,NA,2103.73462166828,"Mill & Overlay","C (61-70)",2020-03-05,2020-03-11,6,2020-03-05,"Thursday",5,"March",0,"2020","Morning"
"IMP","651","1","MOUNTAINTOP BLVD","LINDA DR","DEAD END","MOUNTAINTOP BLVD From LINDA DR To DEAD END",2020,"Mill & Overlay - Inhouse","Rehabilitation","City",60,NA,0,0,74288.17,"Pending",NA,NA,2020-02-05,2020-03-03,NA,NA,1599.19928404036,"Mill & Overlay","D (41-60)",2020-02-05,2020-03-03,27,2020-02-05,"Wednesday",5,"February",0,"2020","Morning"
"IMP","654","5","Homecrest","Ray Ave","Floyd","Homecrest From Ray Ave To Floyd",2021,"Mill & Overlay - Contract","Rehabilitation","Contract",52,NA,100,5,31838.3,"COVID-19",NA,NA,2020-12-16,2021-01-14,NA,NA,183.898843459344,"Mill & Overlay","D (41-60)",2020-12-16,2021-01-14,29,2020-12-16,"Wednesday",16,"December",0,"2020","Morning"
"IMP","655","5","Ace","Floyd","Ih 35 S Access Rd","Ace From Floyd To Ih 35 S Access Rd",2021,"Mill & Overlay - Contract","Rehabilitation","Contract",44,NA,100,5,27414.81,"COVID-19",NA,NA,2020-12-16,2021-01-15,NA,NA,195.775749039133,"Mill & Overlay","D (41-60)",2020-12-16,2021-01-15,30,2020-12-16,"Wednesday",16,"December",0,"2020","Morning"
"IMP","657","5","MARIAN ST","ORIENTAL AVE","N PARK BLVD","MARIAN ST From ORIENTAL AVE To N PARK BLVD",2019,"Mill & Overlay - Contract","Rehabilitation","Contract",27,NA,NA,NA,84724.57,"IMP",NA,NA,2018-12-13,2019-01-18,NA,NA,1062.66894458756,"Mill & Overlay","F (0-40)",2018-12-13,2019-01-18,36,2018-12-13,"Thursday",13,"December",0,"2018","Morning"
"IMP","659","4","Point West","Rhoda Ave","Silver Arrow","Point West From Rhoda Ave To Silver Arrow",2021,"Reconstruction - Contract","Rehabilitation","Contract",19,NA,0,20,328363.04,"Verified",NA,NA,2022-05-06,2022-07-18,NA,NA,1134.20438309345,"Reconstruction","F (0-40)",2022-05-06,2022-07-18,73,2022-05-06,"Friday",6,"May",0,"2022","Morning"
"IMP","664","4","Hunter Blvd","Silver Spg","Cul-de-sac","Hunter Blvd From Silver Spg To Cul-de-sac",2022,"Reconstruction","Rehabilitation","Contract",20,NA,0,100,65222.66,"Verified",NA,NA,2022-08-15,2023-02-09,NA,NA,184.673324035908,"Reconstruction","F (0-40)",2022-08-15,2023-02-09,178,2022-08-15,"Monday",15,"August",0,"2022","Morning"
"IMP","665","2","S RIO GRANDE","E COMMERCE ST _ N RIO GRANDE","HEDGES ST","S RIO GRANDE From E COMMERCE ST _ N RIO GRANDE To HEDGES ST",2019,"Mill & Overlay - Contract","Rehabilitation","Contract",61,NA,NA,NA,222857.23,"IMP",NA,NA,2019-06-03,2019-06-21,NA,NA,1688.79043312763,"Mill & Overlay","C (61-70)",2019-06-03,2019-06-21,18,2019-06-03,"Monday",3,"June",0,"2019","Morning"
"IMP","667","6","Paradise Oak Dr","Swaying Oaks Dr","Cul-de-sac","Paradise Oak Dr From Swaying Oaks Dr To Cul-de-sac",2021,"Mill & Overlay - Contract","Rehabilitation","Contract",57,NA,10,5,37957.73,"COVID-19",NA,NA,2020-12-11,2020-12-11,NA,NA,758.750164105665,"Mill & Overlay","D (41-60)",2020-12-11,2020-12-11,0,2020-12-11,"Friday",11,"December",0,"2020","Morning"
"IMP","669","4","Temple Sq","Harvest Time","Prescott Dr","Temple Sq From Harvest Time To Prescott Dr",2021,"Mill & Overlay - City","Rehabilitation","City",67,NA,10,5,92232,"Verified",NA,NA,2021-07-28,2021-08-04,NA,NA,1660.26858234445,"Mill & Overlay","C (61-70)",2021-07-28,2021-08-04,7,2021-07-28,"Wednesday",28,"July",0,"2021","Morning"
"IMP","670","6","RYELLE","ROQUEFORT","ROQUEFORT","RYELLE From ROQUEFORT To ROQUEFORT",2020,"Mill & Overlay - Contract Local","Rehabilitation","Contract",54,NA,30,5,101697.7,"Verified",NA,NA,2020-04-10,2020-04-15,NA,NA,1225.13598675633,"Mill & Overlay","D (41-60)",2020-04-10,2020-04-15,5,2020-04-10,"Friday",10,"April",0,"2020","Morning"
"IMP","671","5","CORDERO","BURBANK LOOP","DEAD END","CORDERO From BURBANK LOOP To DEAD END",2019,"Mill & Overlay - Inhouse","Rehabilitation","City",55,NA,NA,NA,7277.2,"IMP",NA,NA,2019-01-09,2019-01-10,NA,NA,217.750220671296,"Mill & Overlay","D (41-60)",2019-01-09,2019-01-10,1,2019-01-09,"Wednesday",9,"January",0,"2019","Morning"
"IMP","672","6","CHINON","JEAN VERTE","ROQUEFORT","CHINON From JEAN VERTE To ROQUEFORT",2020,"Mill & Overlay - Contract Local","Rehabilitation","Contract",68,NA,20,5,156732.31,"Locked",NA,NA,2020-04-08,2020-04-14,NA,NA,2092.86436394413,"Mill & Overlay","C (61-70)",2020-04-08,2020-04-14,6,2020-04-08,"Wednesday",8,"April",0,"2020","Morning"
"IMP","673","2","WALZEM RD","AUSTIN HWY","IH 35 N ACCESS RD","WALZEM RD From AUSTIN HWY To IH 35 N ACCESS RD",2019,"Mill & Overlay - Contract","Rehabilitation","Contract",22,NA,NA,NA,483056.61,"IMP",NA,NA,2019-10-01,2019-10-08,NA,NA,2915.60166693143,"Mill & Overlay","F (0-40)",2019-10-01,2019-10-08,7,2019-10-01,"Tuesday",1,"October",0,"2019","Morning"
"IMP","675","5","DEWITT","FAIRMONT _ BURBANK LOOP","DEAD END","DEWITT From FAIRMONT _ BURBANK LOOP To DEAD END",2019,"Mill & Overlay - Inhouse","Rehabilitation","City",59,NA,NA,NA,42166.76,"IMP",NA,NA,2019-01-09,2019-01-17,NA,NA,1135.54977445654,"Mill & Overlay","D (41-60)",2019-01-09,2019-01-17,8,2019-01-09,"Wednesday",9,"January",0,"2019","Morning"
"IMP","677","2","YUCCA ST","DEAD END","LONE OAK AVE","YUCCA ST From DEAD END To LONE OAK AVE",2019,"Mill & Overlay - Contract","Rehabilitation","Contract",69,NA,NA,NA,162359.25,"IMP",NA,NA,2019-03-28,2019-03-29,NA,NA,2045.13075587186,"Mill & Overlay","C (61-70)",2019-03-28,2019-03-29,1,2019-03-28,"Thursday",28,"March",0,"2019","Morning"
"IMP","678","5","Mazzurana Place","Rocco St","Merida St","Mazzurana Place From Rocco St To Merida St",2021,"Reconstruction - Contract","Rehabilitation","Contract",27,NA,0,100,94362.88,"COVID-19",NA,NA,2020-10-26,2021-03-03,NA,NA,339.78164615523,"Reconstruction","F (0-40)",2020-10-26,2021-03-03,128,2020-10-26,"Monday",26,"October",0,"2020","Morning"
