"ProjectCategory","SMPProjectID","CouncilDistrict","ProjectStreet","StreetFrom","StreetTo","ProjectLimits","FiscalYear","Application","Type_","Force","WeightedPCI","PBaseFail","FieldBasePave","PFlatWork","EstTotalCost","ProjectStatus","ScheduleStart","ScheduleFinish","ActualStart","ActualFinish","ProjectManager","Contact","Shape_Length","Sealant_App","PCI_Factor","ActStart","ActFinish","ActDuration","START","Oday","Odate","Omonth","Ohour","Oyear","Otime"
"Preservation","27897","4","Amber Knoll","Massaro St","Mulberry Path","Amber Knoll From Massaro St To Mulberry Path",2016,"Crack Seal - City","Sealant","City",89,0,0,0,1880.4727008013,"Base Budget",NA,NA,NA,NA,NA,NA,1279.64369616477,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27898","4","Massaro St","Tisbury Pkwy","Amber Knoll","Massaro St From Tisbury Pkwy To Amber Knoll",2016,"Crack Seal - City","Sealant","City",88,0,0,0,726.564194936471,"Base Budget",NA,NA,NA,NA,NA,NA,570.112967193778,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27899","4","Rustling Cv","Massaro St","Wolf Pt","Rustling Cv From Massaro St To Wolf Pt",2016,"Crack Seal - City","Sealant","City",84,0,0,0,684.79188423776,"Base Budget",NA,NA,NA,NA,NA,NA,458.565993898952,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27900","4","Wormack Way","Sage Terrace","Mulberry Path","Wormack Way From Sage Terrace To Mulberry Path",2016,"Crack Seal - City","Sealant","City",91,0,0,0,417.869071189266,"Base Budget",NA,NA,NA,NA,NA,NA,591.126992491579,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27902","6","Hidden Rock","Les Harrison Dr","Hidden Rose","Hidden Rock From Les Harrison Dr To Hidden Rose",2017,"Crack Seal - City","Sealant","City",92,0,0,0,2014.50148903043,"Base Budget",NA,NA,NA,NA,NA,NA,1185.00087594495,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27903","6","Hidden Falls","Les Harrison Dr","Hidden Rose","Hidden Falls From Les Harrison Dr To Hidden Rose",2017,"Crack Seal - City","Sealant","City",94,0,0,0,2005.15590153683,"Base Budget",NA,NA,NA,NA,NA,NA,1179.50347146245,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27904","6","Hidden Brook","Les Harrison Dr","Hidden Rose","Hidden Brook From Les Harrison Dr To Hidden Rose",2017,"Crack Seal - City","Sealant","City",92,0,0,0,1931.17263642456,"Base Budget",NA,NA,NA,NA,NA,NA,1135.98390378541,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27905","6","Hidden Field","Les Harrison Dr","Hidden Crest","Hidden Field From Les Harrison Dr To Hidden Crest",2017,"Crack Seal - City","Sealant","City",85,0,0,0,1355.82398795028,"Base Budget",NA,NA,NA,NA,NA,NA,797.543522295632,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27906","6","Hidden Ledge","Les Harrison Dr","Hidden Crest","Hidden Ledge From Les Harrison Dr To Hidden Crest",2017,"Crack Seal - City","Sealant","City",89,0,0,0,1375.0939747513,"Base Budget",NA,NA,NA,NA,NA,NA,808.878808660349,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27907","6","Hidden Plains","Les Harrison Dr","Hidden Crest","Hidden Plains From Les Harrison Dr To Hidden Crest",2017,"Fog Seal - City","Sealant","City",84,0,0,0,4384.29835714646,"Base Budget",NA,NA,NA,NA,NA,NA,948.28902049691,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27908","6","Timber Path","Les Harrison Dr","Hidden Crest","Timber Path From Les Harrison Dr To Hidden Crest",2017,"Crack Seal - City","Sealant","City",86,0,0,0,1466.52414287797,"Base Budget",NA,NA,NA,NA,NA,NA,862.661260469544,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27909","6","Elk Crk","Senisa Spgs","Cul-De-Sac","Elk Crk From Senisa Spgs To Cul-De-Sac",2016,"Crack Seal - City","Sealant","City",80,0,0,0,2067.42867335887,"Base Budget",NA,NA,NA,NA,NA,NA,1424.2230320918,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27910","6","Alexa Place","Lauren Mist","Senisa Spgs","Alexa Place From Lauren Mist To Senisa Spgs",2016,"Crack Seal - City","Sealant","City",88,0,0,0,5869.49303095311,"Base Budget",NA,NA,NA,NA,NA,NA,3930.46408325975,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27911","6","Arcadia Crk","Culebra Rd","Elk Crk","Arcadia Crk From Culebra Rd To Elk Crk",2016,"Crack Seal - City","Sealant","City",83,0,0,0,3858.59545077385,"Base Budget",NA,NA,NA,NA,NA,NA,2574.22713731139,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27912","6","Criswell Crk","Elk Crk","Dead End","Criswell Crk From Elk Crk To Dead End",2016,"Crack Seal - City","Sealant","City",84,0,0,0,3922.78038854194,"Base Budget",NA,NA,NA,NA,NA,NA,2668.87799066159,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27918","8","White Fawn Dr","N Loop 1604 W Access Rd","High Mountain Rd","White Fawn Dr From N Loop 1604 W Access Rd To High Mountain Rd",2014,"Crack Seal - City","Sealant","City",90,0,0,0,4188.49576697464,"Proposed",NA,NA,NA,NA,NA,NA,3536.25346176346,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27922","8","Camp Bullis Rd","Ih 10 W Access Rd","Camp Bullis Boundary","Camp Bullis Rd From Ih 10 W Access Rd To Camp Bullis Boundary",2014,"Crack Seal - City","Sealant","City",90,0,0,0,7739.02612135233,"Proposed",NA,NA,NA,NA,NA,NA,7170.78678739718,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27923","8","Tejas Trail East","Camp Bullis Rd","Point Comanche","Tejas Trail East From Camp Bullis Rd To Point Comanche",2014,"Crack Seal - City","Sealant","City",94,0,0,0,498.235115860707,"Proposed",NA,NA,NA,NA,NA,NA,455.702849893299,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27926","8","Woodstone","Ih 10 W Access Rd","Vance Jackson","Woodstone From Ih 10 W Access Rd To Vance Jackson",2016,"Crack Seal - City","Sealant","City",92,0,0,0,13142.6058920964,"Base Budget",NA,NA,NA,NA,NA,NA,1981.56310383808,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27927","8","Vance Jackson","Big Meadows Ln","Huebner Rd","Vance Jackson From Big Meadows Ln To Huebner Rd",2016,"Crack Seal - City","Sealant","City",92,0,0,0,13532.9577623382,"Base Budget",NA,NA,NA,NA,NA,NA,3704.27695862488,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27928","8","S Hausman Rd","Bamberger Trl","Prue Rd","S Hausman Rd From Bamberger Trl To Prue Rd",2017,"Crack Seal - City","Sealant","City",67,0,0,0,9894.42515500148,"Base Budget",NA,NA,NA,NA,NA,NA,4392.52843119318,"Crack Seal","C (61-70)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27929","8","Horizon Hill Blvd","Medical Dr","Callaghan Rd","Horizon Hill Blvd From Medical Dr To Callaghan Rd",2017,"Crack Seal - City","Sealant","City",74,0,0,0,11181.737469637,"Base Budget",NA,NA,NA,NA,NA,NA,4484.65406533981,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27930","8","Mocking Bird Ln","Fredericksburg Rd","Horizon Hill Blvd","Mocking Bird Ln From Fredericksburg Rd To Horizon Hill Blvd",2017,"Crack Seal - City","Sealant","City",83,0,0,0,5150.47992650303,"Base Budget",NA,NA,NA,NA,NA,NA,3029.69407444151,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27931","8","E Songbird","N Songbird","Mocking Bird Ln","E Songbird From N Songbird To Mocking Bird Ln",2017,"Crack Seal - City","Sealant","City",86,0,0,0,604.318889063837,"Base Budget",NA,NA,NA,NA,NA,NA,355.481699471214,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27932","8","W Songbird","N Songbird","Mocking Bird Ln","W Songbird From N Songbird To Mocking Bird Ln",2017,"Crack Seal - City","Sealant","City",84,0,0,0,617.925568325509,"Base Budget",NA,NA,NA,NA,NA,NA,363.485628437965,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27933","8","N Songbird","W Songbird","Pleasure Hill Dr","N Songbird From W Songbird To Pleasure Hill Dr",2017,"Crack Seal - City","Sealant","City",84,0,0,0,780.889366068021,"Base Budget",NA,NA,NA,NA,NA,NA,511.262588594764,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27934","8","Pleasure Hill Dr","Chambers","Mocking Bird Ln","Pleasure Hill Dr From Chambers To Mocking Bird Ln",2017,"Crack Seal - City","Sealant","City",79,0,0,0,1848.40697337289,"Base Budget",NA,NA,NA,NA,NA,NA,1359.12277454809,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27935","8","Tioga","Wurzbach Rd","Minthill","Tioga From Wurzbach Rd To Minthill",2017,"Crack Seal - City","Sealant","City",73,0,0,0,5838.69507730763,"Base Budget",NA,NA,NA,NA,NA,NA,2575.89488703446,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27940","9","Huebner Rd","Stone Oak Pkwy","Blanco Rd","Huebner Rd From Stone Oak Pkwy To Blanco Rd",2015,"Crack Seal - City","Sealant","City",80,0,0,0,17831.5432480695,"Proposed",NA,NA,NA,NA,NA,NA,12748.5876644082,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27941","9","Lockhill-selma Rd","Blanco Rd","West Ave","Lockhill-selma Rd From Blanco Rd To West Ave",2015,"Crack Seal - City","Sealant","City",97,0,0,0,11012.6404656167,"Proposed",NA,NA,NA,NA,NA,NA,6710.55609723803,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27942","9","Mauna Kea","Mt Capote","Dead End","Mauna Kea From Mt Capote To Dead End",2014,"Fog Seal - City","Sealant","City",96,0,0,0,5913.86106305146,"Change AP from 9 to 25",NA,NA,NA,NA,NA,NA,509.55168822411,"Fog Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27943","9","Mt Boracho","Morey Peak","Fabulous","Mt Boracho From Morey Peak To Fabulous",2014,"Crack Seal - City","Sealant","City",90,0,0,0,3243.26050566034,"Proposed",NA,NA,NA,NA,NA,NA,2224.79760297206,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27944","9","Mt Capote","Blanco Rd","Mauna Kea","Mt Capote From Blanco Rd To Mauna Kea",2014,"Fog Seal - City","Sealant","City",88,0,0,0,23820.9928980619,"Change AP from 9 to 25",NA,NA,NA,NA,NA,NA,1870.75860458477,"Fog Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27945","9","Mt Ida","West Ave","Morey Peak","Mt Ida From West Ave To Morey Peak",2014,"Fog Seal - City","Sealant","City",92,0,0,0,25017.6373960533,"Change AP from 9 to 25",NA,NA,NA,NA,NA,NA,1964.73592116645,"Fog Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27946","9","Mt Perkins","Blanco Rd","Mt Boracho","Mt Perkins From Blanco Rd To Mt Boracho",2014,"Crack Seal - City","Sealant","City",90,0,0,0,2047.59869886862,"Proposed",NA,NA,NA,NA,NA,NA,1123.6822128087,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27947","9","Mt Riga Dr","Blanco Rd","Prinz Dr","Mt Riga Dr From Blanco Rd To Prinz Dr",2014,"Fog Seal - City","Sealant","City",99,0,0,0,25966.8120960063,"Change AP from 9 to 25",NA,NA,NA,NA,NA,NA,2039.27843684129,"Fog Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27948","9","Crestpark","Patricia Dr","Mt Perkins","Crestpark From Patricia Dr To Mt Perkins",2014,"Fog Seal - City","Sealant","City",98,0,0,0,12587.1852163492,"Change AP from 9 to 25",NA,NA,NA,NA,NA,NA,988.522399156094,"Fog Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27951","9","Serenade","West Ave","Blanco Rd","Serenade From West Ave To Blanco Rd",2014,"Fog Seal - City","Sealant","City",90,0,0,0,20420.3343490658,"Change AP from 9 to 25",NA,NA,NA,NA,NA,NA,1603.69117927191,"Fog Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27953","7","Spring Harvest","Addersly Dr","Fall Harvest","Spring Harvest From Addersly Dr To Fall Harvest",2017,"Slurry Seal - City","Sealant","City",61,5,0,0,23734.5908032986,"Contract to City",NA,NA,NA,NA,NA,NA,2257.55328027069,"Slurry Seal","C (61-70)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27958","7","Fall Harvest","Addersly Dr","Spring Harvest","Fall Harvest From Addersly Dr To Spring Harvest",2017,"Slurry Seal - City","Sealant","City",71,5,0,0,19405.1155606749,"Contract to City",NA,NA,NA,NA,NA,NA,1681.06117880082,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27962","10","Toepperwein Rd","Nacogdoches Rd","Lookout Rd","Toepperwein Rd From Nacogdoches Rd To Lookout Rd",2014,"Crack Seal - City","Sealant","City",90,0,0,0,8366.94714734388,"Proposed",NA,NA,NA,NA,NA,NA,4933.57898993385,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27967","10","Elusive Pass","Toepperwein Rd","Boxer Bay","Elusive Pass From Toepperwein Rd To Boxer Bay",2015,"Fog Seal - City","Sealant","City",74,0,0,0,30190.2604358472,"Proposed",NA,NA,NA,NA,NA,NA,2996.33557685283,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27968","10","Millrock Pass","Toepperwein Rd","Boxer Bay","Millrock Pass From Toepperwein Rd To Boxer Bay",2015,"Fog Seal - City","Sealant","City",83,0,0,0,15646.8923135748,"Proposed",NA,NA,NA,NA,NA,NA,1496.83281061122,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27970","10","Mountainside Rdg","Raintree Forest","Elusive Pass","Mountainside Rdg From Raintree Forest To Elusive Pass",2015,"Fog Seal - City","Sealant","City",78,0,0,0,26558.8358812977,"Proposed",NA,NA,NA,NA,NA,NA,2540.70496311756,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27972","10","Putting Green","Scarsdale","Bell Dr","Putting Green From Scarsdale To Bell Dr",2016,"Crack Seal - City","Sealant","City",85,0,0,0,6583.07074953704,"Base Budget",NA,NA,NA,NA,NA,NA,3047.66023219438,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27975","10","Park Crossing Dr","Thousand Oaks","Scarsdale","Park Crossing Dr From Thousand Oaks To Scarsdale",2016,"Slurry Seal - City","Sealant","City",72,0,0,0,20511.5352282467,"Base Budget",NA,NA,NA,NA,NA,NA,1754.78913551754,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27978","10","Starcrest Dr","Barrington","Dead End","Starcrest Dr From Barrington To Dead End",2017,"Fog Seal - City","Sealant","City",79,0,0,0,12067.2252830789,"Base Budget",NA,NA,NA,NA,NA,NA,1927.2017179635,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27982","10","O'connor Rd","Wurzbach Pkwy","Stahl Rd","O'connor Rd From Wurzbach Pkwy To Stahl Rd",2016,"Crack Seal - City","Sealant","City",78,0,0,0,34381.810037347,"Base Budget",NA,NA,NA,NA,NA,NA,12708.5522344396,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27983","10","Lookout Rd","N Loop 1604 E Access Rd","N Weidner Rd","Lookout Rd From N Loop 1604 E Access Rd To N Weidner Rd",2015,"Crack Seal - City","Sealant","City",80,0,0,0,28059.3856538813,"Proposed",NA,NA,NA,NA,NA,NA,14947.9922113859,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27991","7","Scenic Pt","Braun Pt","Cul-De-Sac","Scenic Pt From Braun Pt To Cul-De-Sac",2016,"Fog Seal - City","Sealant","City",78,0,0,0,2455.01836452019,"Base Budget",NA,NA,NA,NA,NA,NA,492.700939029814,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27992","7","Regal Pt","Braun Pt","Cul-De-Sac","Regal Pt From Braun Pt To Cul-De-Sac",2016,"Fog Seal - City","Sealant","City",80,0,0,0,2278.23073382136,"Base Budget",NA,NA,NA,NA,NA,NA,465.718186314363,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27993","7","Gentle Pt","Braun Pt","Cul-De-Sac","Gentle Pt From Braun Pt To Cul-De-Sac",2016,"Slurry Seal - City","Sealant","City",84,0,0,0,3903.63013072167,"Base Budget",NA,NA,NA,NA,NA,NA,494.910492620134,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27994","7","Angel Pt","Braun Pt","Cul-De-Sac","Angel Pt From Braun Pt To Cul-De-Sac",2016,"Fog Seal - City","Sealant","City",87,0,0,0,2386.47051008108,"Base Budget",NA,NA,NA,NA,NA,NA,477.816113016966,"Fog Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27995","7","Braun Pt","Braun Rd","Alisa Brooke","Braun Pt From Braun Rd To Alisa Brooke",2016,"Slurry Seal - City","Sealant","City",83,0,0,0,12191.3990616395,"Base Budget",NA,NA,NA,NA,NA,NA,1390.65388533864,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27996","7","Barbwire","Addersly Dr","Fall Harvest","Barbwire From Addersly Dr To Fall Harvest",2016,"Fog Seal - City","Sealant","City",91,0,0,0,4140.51470264426,"Base Budget",NA,NA,NA,NA,NA,NA,757.411226073081,"Fog Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27997","7","Silver Moon","Addersly Dr","North Lake","Silver Moon From Addersly Dr To North Lake",2016,"Fog Seal - City","Sealant","City",98,0,0,0,7999.97133565524,"Base Budget",NA,NA,NA,NA,NA,NA,1463.40939070073,"Fog Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27998","7","North Lake","Silver Moon","Spring Harvest","North Lake From Silver Moon To Spring Harvest",2016,"Fog Seal - City","Sealant","City",87,0,0,0,1583.17653662899,"Base Budget",NA,NA,NA,NA,NA,NA,326.772721870455,"Fog Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","27999","7","Quiet Lake","Old Mesquite","Spring Harvest","Quiet Lake From Old Mesquite To Spring Harvest",2016,"Fog Seal - City","Sealant","City",91,0,0,0,7865.8605698476,"Base Budget",NA,NA,NA,NA,NA,NA,1438.87693351643,"Fog Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","28004","7","Montpelier","Willowbrook Dr","Overbrook","Montpelier From Willowbrook Dr To Overbrook",2014,"Slurry Seal - City","Sealant","City",75,0,0,0,67708.5187066349,"Proposed",NA,NA,NA,NA,NA,NA,3466.30641844945,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","28005","7","Royal Ct","Hillcrest Dr","Slayden Dr","Royal Ct From Hillcrest Dr To Slayden Dr",2014,"Fog Seal - City","Sealant","City",81,0,0,0,22637.1489257988,"Proposed",NA,NA,NA,NA,NA,NA,1777.78656485875,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","28007","7","Sunshine Ranch Rd","Slayden Dr","Babcock Rd","Sunshine Ranch Rd From Slayden Dr To Babcock Rd",2014,"Slurry Seal - City","Sealant","City",75,0,0,0,34432.6474557769,"Proposed",NA,NA,NA,NA,NA,NA,1931.65517217802,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","28008","7","Peacock Ave","Cincinnati Ave","Culebra Rd","Peacock Ave From Cincinnati Ave To Culebra Rd",2017,"Slurry Seal - City","Sealant","City",55,0,0,0,16196.2529662584,"Base Budget",NA,NA,NA,NA,NA,NA,1582.76872937831,"Slurry Seal","D (41-60)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","28012","7","Bexar","Colleen","Red Bud Dr","Bexar From Colleen To Red Bud Dr",2015,"Crack Seal - City","Sealant","City",93,0,0,0,2583.83310422223,"Proposed",NA,NA,NA,NA,NA,NA,2050.66119382714,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","28013","7","E Cheryl Dr","Sutton","Donaldson Ave","E Cheryl Dr From Sutton To Donaldson Ave",2015,"Crack Seal - City","Sealant","City",93,0,0,0,3233.55466945413,"Proposed",NA,NA,NA,NA,NA,NA,2309.68190675809,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","28014","7","John Page Dr","Sutton","Evelyn Dr","John Page Dr From Sutton To Evelyn Dr",2015,"Crack Seal - City","Sealant","City",93,0,0,0,6039.95051676755,"Proposed",NA,NA,NA,NA,NA,NA,4314.25036908996,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","28015","7","Wild Cherry","Sutton","Donaldson Ave","Wild Cherry From Sutton To Donaldson Ave",2015,"Crack Seal - City","Sealant","City",93,0,0,0,3079.23045184249,"Proposed",NA,NA,NA,NA,NA,NA,2275.29343733313,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","28016","7","Guilbeau Rd","Old Tezel Rd","Bandera Rd","Guilbeau Rd From Old Tezel Rd To Bandera Rd",2017,"Crack Seal - City","Sealant","City",73,0,0,0,27346.2119231638,"Base Budget",NA,NA,NA,NA,NA,NA,10061.4465436847,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","28017","7","Abe Lincoln Rd","Rambling Trail Dr","Eckhert Rd","Abe Lincoln Rd From Rambling Trail Dr To Eckhert Rd",2016,"Crack Seal - City","Sealant","City",85,0,0,0,13758.7297305816,"Base Budget",NA,NA,NA,NA,NA,NA,8426.93639008747,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","28018","4","Brook Valley Dr","Ray Ellison Blvd","Snow Valley","Brook Valley Dr From Ray Ellison Blvd To Snow Valley",2015,"Fog Seal - City","Sealant","City",92,0,0,0,44644.4045332258,"Proposed",NA,NA,NA,NA,NA,NA,3462.44520372319,"Fog Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","28036","10","Knights Haven","Mountainside Rdg","Elusive Pass","Knights Haven From Mountainside Rdg To Elusive Pass",2015,"Slurry Seal - City","Sealant","City",74,0,0,0,47221.0074500041,"Proposed",NA,NA,NA,NA,NA,NA,2398.13887185231,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","28039","2","Poinsettia","N Rio Grande","Onslow","Poinsettia From N Rio Grande To Onslow",2015,"Crack Seal - City","Sealant","City",65,5,0,0,1662.90907387567,"Proposed",NA,NA,NA,NA,NA,NA,1131.23066252147,"Crack Seal","C (61-70)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","28096","9","Churchill Estates Blvd","Huebner Rd","Blanco Rd","Churchill Estates Blvd From Huebner Rd To Blanco Rd",2014,"Crack Seal - City","Sealant","City",84,0,0,0,15121.8969085558,NA,NA,NA,NA,NA,NA,NA,8379.76899897789,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","28116","5","Bernice","Yolanda","Nw 38th St","Bernice From Yolanda To Nw 38th St",2014,"Slurry Seal - City","Sealant","City",80,0,0,0,21968.9690654009,"AP Change to from 25 to 27",NA,NA,NA,NA,NA,NA,1124.69124909677,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","28117","5","Manning","Yolanda","Nw 38th St","Manning From Yolanda To Nw 38th St",2014,"Slurry Seal - City","Sealant","City",79,0,0,0,23652.7354036177,"AP Change to from 25 to 27",NA,NA,NA,NA,NA,NA,1210.8908909522,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","28118","5","Willee","Yolanda","Nw 38th St","Willee From Yolanda To Nw 38th St",2014,"Slurry Seal - City","Sealant","City",78,0,0,0,23646.6983044557,"AP Change to from 25 to 27",NA,NA,NA,NA,NA,NA,1210.58182450463,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","28125","3","E Highland Blvd","Aberdeen Place","S Hackberry Blvd","E Highland Blvd From Aberdeen Place To S Hackberry Blvd",2016,"Slurry Seal - City","Sealant","City",85,0,0,0,5049.71600065061,"Proposed",NA,NA,NA,NA,NA,NA,480.011026677612,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","28127","10","N Green Mountain Rd","N Loop 1604 E Access Rd","Stahl Rd","N Green Mountain Rd From N Loop 1604 E Access Rd To Stahl Rd",2014,"Crack Seal - City","Sealant","City",92,0,0,0,3121.30476092649,"Proposed",NA,NA,NA,NA,NA,NA,2854.85191546867,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
